@relation training_mediummaps.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute DirToGhost1{North,South,East,West,Stop}
@attribute DirToGhost2{North,South,East,West,Stop}
@attribute DirToGhost3{North,South,East,West,Stop}
@attribute DirToGhost4{North,South,East,West,Stop}
@attribute Move{North,South,East,West,Stop}
@data
3,1,0,0,1,1,8,5,Stop,North,North,North,North
4,1,1,0,0,1,8,5,Stop,North,North,North,North
4,2,1,1,0,0,8,5,Stop,East,East,East,East
4,3,0,1,1,1,9,5,Stop,East,East,East,East
5,3,0,0,1,1,8,5,Stop,East,East,East,East
6,3,1,1,1,1,8,5,Stop,East,East,East,East
7,3,0,0,1,1,8,5,Stop,East,East,East,East
8,3,0,0,1,1,9,5,Stop,East,East,East,East
9,3,0,0,1,1,10,7,Stop,East,East,East,East
10,3,0,0,1,1,9,5,Stop,East,East,East,East
11,3,0,0,1,1,9,5,Stop,East,East,East,East
12,3,0,0,1,1,10,6,Stop,North,North,East,North
13,3,1,1,1,1,10,6,Stop,North,North,North,North
13,4,1,1,0,0,10,7,Stop,North,North,North,North
13,5,1,1,1,0,10,6,Stop,North,North,North,North
13,6,1,1,0,0,15,8,Stop,West,West,East,East
13,7,1,1,1,1,15,9,Stop,East,East,East,East
14,7,0,0,1,1,16,9,Stop,North,North,North,North
15,7,1,0,1,1,10,6,Stop,North,North,Stop,North
15,8,1,1,0,0,10,6,Stop,East,East,Stop,East
15,9,0,1,1,0,10,7,Stop,East,East,Stop,East
16,9,0,0,1,1,10,7,Stop,East,East,Stop,East
17,9,0,0,1,1,10,7,Stop,South,South,Stop,South
18,9,0,1,0,1,11,7,Stop,South,South,Stop,South
18,8,1,1,0,0,10,7,Stop,South,South,Stop,South
18,7,1,1,0,0,10,6,Stop,South,South,Stop,South
18,6,1,1,0,0,10,6,Stop,West,West,Stop,West
18,5,1,1,0,1,10,7,Stop,West,West,Stop,West
17,5,0,0,1,1,10,6,Stop,West,West,Stop,West
16,5,1,1,1,1,10,5,Stop,West,West,Stop,West
15,5,0,0,1,1,10,6,Stop,West,West,Stop,West
14,5,0,0,1,1,9,6,Stop,North,North,Stop,North
13,5,1,1,1,0,10,6,Stop,North,North,Stop,North
13,6,1,1,0,0,10,7,Stop,West,West,Stop,West
13,7,1,1,1,1,11,7,Stop,West,West,Stop,West
9,1,0,0,1,1,8,5,West,West,West,West,West
8,1,0,0,1,1,3,3,West,West,West,West,West
7,1,0,0,1,1,4,3,North,North,North,North,North
6,1,1,0,1,0,4,2,North,North,North,North,North
6,2,1,1,0,0,4,3,West,East,East,East,West
6,3,1,1,1,1,9,6,Stop,West,West,West,West
5,3,0,0,1,1,9,5,Stop,South,South,South,South
4,3,0,1,1,1,9,6,Stop,South,South,South,South
4,2,1,1,0,0,9,7,Stop,West,West,West,West
4,1,1,0,0,1,8,7,Stop,West,West,West,West
3,1,0,0,1,1,9,7,Stop,West,West,West,West
2,1,0,0,1,1,10,7,Stop,North,North,North,North
1,1,1,0,1,0,10,7,Stop,North,North,North,North
1,2,1,1,0,0,10,7,Stop,North,North,North,North
1,3,1,1,0,0,10,6,Stop,North,North,North,North
1,4,1,1,0,0,10,6,Stop,North,North,North,North
1,5,1,1,1,0,10,5,Stop,North,North,North,North
1,6,1,1,0,0,10,6,Stop,North,North,North,North
1,7,1,1,0,0,9,6,Stop,North,North,North,North
1,8,1,1,0,0,9,7,Stop,East,East,East,East
1,9,0,1,1,0,9,6,Stop,East,East,East,East
2,9,0,0,1,1,9,5,Stop,East,East,East,East
3,9,0,0,1,1,9,6,Stop,South,South,South,South
4,9,0,1,0,1,9,5,Stop,South,South,South,South
4,8,1,1,0,0,9,6,Stop,East,East,East,East
4,7,1,0,1,1,9,6,Stop,East,East,East,East
5,7,0,0,1,1,9,5,Stop,East,East,East,East
6,7,1,1,1,1,8,5,Stop,East,East,East,East
7,7,0,0,1,1,8,5,Stop,East,East,East,East
8,7,0,0,1,1,9,5,Stop,South,South,South,South
9,7,0,1,1,1,9,5,Stop,South,South,South,South
9,6,1,1,1,0,9,9,Stop,Stop,East,East,East
9,5,1,0,1,1,8,9,Stop,Stop,North,North,North
10,5,1,0,1,1,7,9,Stop,Stop,North,North,North
10,6,1,1,0,1,8,9,Stop,Stop,West,West,West
10,7,0,1,1,1,9,9,Stop,Stop,South,South,South
9,7,0,1,1,1,9,9,Stop,Stop,South,South,South
9,6,1,1,1,0,9,9,Stop,Stop,East,East,East
9,5,1,0,1,1,10,9,Stop,Stop,North,North,North
10,5,1,0,1,1,10,9,Stop,Stop,North,North,North
10,6,1,1,0,1,11,9,Stop,Stop,East,East,East
10,7,0,1,1,1,11,9,Stop,Stop,East,East,East
11,7,0,0,1,1,10,9,Stop,Stop,East,East,East
12,7,0,0,1,1,18,7,Stop,Stop,North,East,East
13,7,1,1,1,1,18,7,Stop,Stop,East,East,East
14,7,0,0,1,1,18,7,Stop,Stop,East,East,East
15,7,1,0,1,1,18,7,Stop,Stop,South,South,South
16,7,0,1,0,1,18,6,Stop,Stop,South,South,South
16,6,1,1,0,0,18,6,Stop,Stop,West,East,East
16,5,1,1,1,1,18,7,Stop,Stop,East,East,East
17,5,0,0,1,1,18,6,Stop,Stop,North,North,North
18,5,1,1,0,1,18,7,Stop,Stop,North,North,North
18,6,1,1,0,0,11,9,Stop,Stop,North,Stop,North
18,7,1,1,0,0,10,9,Stop,Stop,North,Stop,North
18,8,1,1,0,0,11,9,Stop,Stop,West,Stop,West
18,9,0,1,0,1,11,9,Stop,Stop,West,Stop,West
17,9,0,0,1,1,11,9,Stop,Stop,West,Stop,West
16,9,0,0,1,1,12,9,Stop,Stop,South,Stop,South
15,9,0,1,1,0,13,9,Stop,Stop,South,Stop,South
15,8,1,1,0,0,13,9,Stop,Stop,West,Stop,West
15,7,1,0,1,1,12,9,Stop,Stop,West,Stop,West
14,7,0,0,1,1,13,9,Stop,Stop,North,Stop,North
9,1,0,0,1,1,8,5,West,West,West,West,West
8,1,0,0,1,1,8,5,West,West,West,West,West
7,1,0,0,1,1,3,4,North,North,North,North,North
6,1,1,0,1,0,8,5,North,North,North,North,North
6,2,1,1,0,0,9,5,West,East,East,East,East
6,3,1,1,1,1,8,5,East,East,East,East,East
7,3,0,0,1,1,8,5,East,East,East,East,East
8,3,0,0,1,1,9,5,East,East,East,East,East
9,3,0,0,1,1,9,6,East,East,East,East,East
10,3,0,0,1,1,9,5,East,East,East,East,East
11,3,0,0,1,1,10,5,East,East,East,East,East
12,3,0,0,1,1,10,5,North,North,North,East,North
13,3,1,1,1,1,11,5,North,North,North,North,North
13,4,1,1,0,0,11,5,North,North,North,North,North
13,5,1,1,1,0,11,5,North,North,North,North,North
13,6,1,1,0,0,11,5,West,West,West,East,West
13,7,1,1,1,1,11,5,West,West,West,West,West
12,7,0,0,1,1,10,5,West,West,West,West,West
11,7,0,0,1,1,9,6,South,South,South,South,South
10,7,0,1,1,1,9,6,South,South,South,South,South
10,6,1,1,0,1,10,6,East,East,Stop,East,East
10,5,1,0,1,1,10,7,West,West,Stop,West,West
11,5,0,0,0,1,10,6,North,North,Stop,North,North
10,5,1,0,1,1,6,4,West,Stop,Stop,West,West
10,6,1,1,0,1,6,5,South,Stop,Stop,South,South
9,6,1,1,1,0,6,6,West,Stop,Stop,West,West
9,5,1,0,1,1,6,5,East,Stop,Stop,East,East
8,5,0,0,1,0,6,4,North,Stop,Stop,North,North
9,5,1,0,1,1,6,3,North,Stop,Stop,North,North
9,6,1,1,1,0,5,3,West,Stop,Stop,West,West
9,7,0,1,1,1,6,3,West,Stop,Stop,West,West
8,7,0,0,1,1,7,3,West,Stop,Stop,West,West
7,7,0,0,1,1,7,3,South,Stop,Stop,South,South
6,7,1,1,1,1,7,3,South,Stop,Stop,South,South
6,6,1,1,0,0,6,3,South,Stop,Stop,South,South
6,5,1,1,0,1,16,5,Stop,Stop,Stop,South,South
6,4,1,1,0,0,16,6,Stop,Stop,Stop,East,East
6,3,1,1,1,1,16,5,Stop,Stop,Stop,East,East
7,3,0,0,1,1,15,5,Stop,Stop,Stop,East,East
8,3,0,0,1,1,15,5,Stop,Stop,Stop,East,East
9,3,0,0,1,1,15,5,Stop,Stop,Stop,East,East
10,3,0,0,1,1,15,5,Stop,Stop,Stop,East,East
11,3,0,0,1,1,14,5,Stop,Stop,Stop,East,East
12,3,0,0,1,1,14,5,Stop,Stop,Stop,East,East
13,3,1,1,1,1,13,5,Stop,Stop,Stop,East,East
14,3,0,0,1,1,13,4,Stop,Stop,Stop,South,South
15,3,0,1,1,1,13,3,Stop,Stop,Stop,South,South
15,2,1,1,0,0,14,3,Stop,Stop,Stop,East,East
15,1,1,0,1,0,15,3,Stop,Stop,Stop,East,East
16,1,0,0,1,1,14,3,Stop,Stop,Stop,East,East
17,1,0,0,1,1,14,3,Stop,Stop,Stop,North,North
18,1,1,0,0,1,13,3,Stop,Stop,Stop,North,North
18,2,1,1,0,0,14,3,Stop,Stop,Stop,North,North
18,3,1,1,0,0,13,3,Stop,Stop,Stop,North,North
18,4,1,1,0,0,13,3,Stop,Stop,Stop,West,West
18,5,1,1,0,1,12,3,Stop,Stop,Stop,West,West
17,5,0,0,1,1,11,3,Stop,Stop,Stop,West,West
16,5,1,1,1,1,12,3,Stop,Stop,Stop,West,West
15,5,0,0,1,1,12,3,Stop,Stop,Stop,West,West
14,5,0,0,1,1,12,3,Stop,Stop,Stop,South,South
13,5,1,1,1,0,12,3,Stop,Stop,Stop,South,South
9,1,0,0,1,1,9,5,West,West,West,West,West
8,1,0,0,1,1,3,3,West,West,West,West,West
7,1,0,0,1,1,3,3,North,North,North,North,North
6,1,1,0,1,0,3,4,North,North,North,North,North
6,2,1,1,0,0,3,4,West,East,East,East,West
6,3,1,1,1,1,3,4,West,West,West,West,West
5,3,0,0,1,1,3,5,West,West,West,West,West
4,3,0,1,1,1,3,5,North,North,North,North,North
3,3,1,0,1,0,4,5,North,North,North,North,North
3,4,1,1,0,0,5,5,East,East,East,East,East
3,5,1,1,1,1,9,6,Stop,East,East,East,East
4,5,0,0,1,1,9,5,Stop,East,East,East,East
5,5,0,0,1,1,10,5,Stop,North,North,North,North
6,5,1,1,0,1,9,5,Stop,North,North,North,North
6,6,1,1,0,0,10,5,Stop,East,East,East,East
6,7,1,1,1,1,9,5,Stop,East,East,East,East
7,7,0,0,1,1,9,5,Stop,East,East,East,East
8,7,0,0,1,1,9,5,Stop,South,South,South,South
9,7,0,1,1,1,11,5,Stop,Stop,South,South,South
9,6,1,1,1,0,10,5,Stop,Stop,East,East,East
9,5,1,0,1,1,18,7,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,6,Stop,Stop,Stop,North,North
10,6,1,1,0,1,18,5,Stop,Stop,Stop,East,East
10,7,0,1,1,1,18,6,Stop,Stop,Stop,East,East
11,7,0,0,1,1,18,6,Stop,Stop,Stop,East,East
12,7,0,0,1,1,18,5,Stop,Stop,Stop,East,East
13,7,1,1,1,1,18,6,Stop,Stop,Stop,East,East
14,7,0,0,1,1,18,6,Stop,Stop,Stop,East,East
15,7,1,0,1,1,18,5,Stop,Stop,Stop,South,South
16,7,0,1,0,1,18,6,Stop,Stop,Stop,South,South
16,6,1,1,0,0,18,6,Stop,Stop,Stop,East,East
16,5,1,1,1,1,18,5,Stop,Stop,Stop,East,East
9,1,0,0,1,1,8,5,West,West,West,West,West
8,1,0,0,1,1,8,5,West,West,West,West,West
7,1,0,0,1,1,3,3,North,North,North,North,North
6,1,1,0,1,0,4,3,North,North,North,North,North
6,2,1,1,0,0,4,3,West,East,East,East,West
6,3,1,1,1,1,4,3,West,West,West,West,West
5,3,0,0,1,1,10,5,Stop,South,South,South,South
4,3,0,1,1,1,9,5,Stop,South,South,South,South
4,2,1,1,0,0,8,5,Stop,West,West,West,West
4,1,1,0,0,1,8,5,Stop,West,West,West,West
3,1,0,0,1,1,9,5,Stop,West,West,West,West
2,1,0,0,1,1,9,5,Stop,North,North,North,North
1,1,1,0,1,0,8,5,Stop,North,North,North,North
1,2,1,1,0,0,8,5,Stop,North,North,North,North
1,3,1,1,0,0,9,5,Stop,North,North,North,North
1,4,1,1,0,0,9,5,Stop,East,East,East,East
1,5,1,1,1,0,9,5,Stop,East,East,East,East
2,5,0,0,1,1,8,5,Stop,East,East,East,East
3,5,1,1,1,1,8,5,Stop,East,East,East,East
4,5,0,0,1,1,8,5,Stop,East,East,East,East
5,5,0,0,1,1,8,5,Stop,North,North,North,North
6,5,1,1,0,1,9,6,Stop,North,North,North,North
6,6,1,1,0,0,9,6,Stop,East,East,East,East
6,7,1,1,1,1,9,6,Stop,East,East,East,East
7,7,0,0,1,1,9,6,Stop,East,East,East,East
8,7,0,0,1,1,9,6,Stop,South,South,South,South
9,7,0,1,1,1,9,5,Stop,Stop,South,South,South
9,6,1,1,1,0,17,9,Stop,Stop,Stop,East,East
9,5,1,0,1,1,16,9,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,9,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,9,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,9,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,8,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,7,Stop,Stop,Stop,East,East
13,7,1,1,1,1,15,8,Stop,Stop,Stop,East,East
14,7,0,0,1,1,15,9,Stop,Stop,Stop,North,North
9,1,0,0,1,1,9,5,West,West,West,West,West
8,1,0,0,1,1,4,3,West,West,West,West,West
7,1,0,0,1,1,3,3,North,North,North,North,North
6,1,1,0,1,0,4,3,North,North,North,North,North
6,2,1,1,0,0,3,3,West,East,East,East,West
6,3,1,1,1,1,4,3,West,West,West,West,West
5,3,0,0,1,1,9,5,Stop,South,South,South,South
4,3,0,1,1,1,9,5,Stop,South,South,South,South
4,2,1,1,0,0,10,5,Stop,West,West,West,West
4,1,1,0,0,1,10,5,Stop,West,West,West,West
3,1,0,0,1,1,10,5,Stop,West,West,West,West
2,1,0,0,1,1,10,5,Stop,North,North,North,North
1,1,1,0,1,0,10,6,Stop,North,North,North,North
1,2,1,1,0,0,10,6,Stop,North,North,North,North
1,3,1,1,0,0,10,7,Stop,North,North,North,North
1,4,1,1,0,0,9,7,Stop,North,North,North,North
1,5,1,1,1,0,9,6,Stop,North,North,North,North
1,6,1,1,0,0,10,6,Stop,North,North,North,North
1,7,1,1,0,0,9,6,Stop,North,North,North,North
1,8,1,1,0,0,9,5,Stop,East,East,East,East
1,9,0,1,1,0,9,6,Stop,East,East,East,East
2,9,0,0,1,1,9,7,Stop,East,East,East,East
3,9,0,0,1,1,9,6,Stop,South,South,South,South
4,9,0,1,0,1,9,6,Stop,South,South,South,South
4,8,1,1,0,0,9,5,Stop,East,East,East,East
4,7,1,0,1,1,9,5,Stop,East,East,East,East
5,7,0,0,1,1,9,6,Stop,East,East,East,East
6,7,1,1,1,1,9,5,Stop,East,East,East,East
7,7,0,0,1,1,9,6,Stop,East,East,East,East
8,7,0,0,1,1,9,5,Stop,South,South,South,South
9,7,0,1,1,1,13,3,Stop,Stop,South,South,South
9,6,1,1,1,0,14,3,Stop,Stop,East,East,East
9,5,1,0,1,1,13,3,Stop,Stop,East,East,East
10,5,1,0,1,1,14,3,Stop,Stop,West,West,West
11,5,0,0,0,1,14,3,Stop,Stop,North,North,North
10,5,1,0,1,1,15,3,Stop,Stop,North,North,North
10,6,1,1,0,1,14,3,Stop,Stop,East,East,East
10,7,0,1,1,1,15,3,Stop,Stop,East,East,East
11,7,0,0,1,1,14,3,Stop,Stop,East,East,East
12,7,0,0,1,1,14,3,Stop,Stop,East,East,East
13,7,1,1,1,1,14,3,Stop,Stop,East,East,East
14,7,0,0,1,1,18,5,Stop,Stop,East,East,East
15,7,1,0,1,1,18,4,Stop,Stop,South,South,South
16,7,0,1,0,1,18,5,Stop,Stop,South,South,South
16,6,1,1,0,0,18,4,Stop,Stop,West,East,East
16,5,1,1,1,1,18,5,Stop,Stop,East,East,East
17,5,0,0,1,1,13,6,Stop,Stop,North,Stop,North
18,5,1,1,0,1,13,7,Stop,Stop,North,Stop,North
18,6,1,1,0,0,13,6,Stop,Stop,North,Stop,North
18,7,1,1,0,0,13,5,Stop,Stop,North,Stop,North
18,8,1,1,0,0,13,5,Stop,Stop,West,Stop,West
18,9,0,1,0,1,14,5,Stop,Stop,West,Stop,West
17,9,0,0,1,1,13,5,Stop,Stop,West,Stop,West
16,9,0,0,1,1,13,4,Stop,Stop,South,Stop,South
15,9,0,1,1,0,13,3,Stop,Stop,South,Stop,South
15,8,1,1,0,0,13,4,Stop,Stop,West,Stop,West
15,7,1,0,1,1,13,3,Stop,Stop,West,Stop,West
14,7,0,0,1,1,13,2,Stop,Stop,South,Stop,South
13,7,1,1,1,1,13,1,Stop,Stop,South,Stop,South
13,6,1,1,0,0,12,1,Stop,Stop,South,Stop,South
13,5,1,1,1,0,12,1,Stop,Stop,South,Stop,South
13,4,1,1,0,0,13,1,Stop,Stop,South,Stop,South
9,1,0,0,1,1,8,5,West,West,West,West,West
8,1,0,0,1,1,8,5,West,West,West,West,West
7,1,0,0,1,1,3,4,North,North,North,North,North
6,1,1,0,1,0,3,3,North,North,North,North,North
6,2,1,1,0,0,3,4,West,East,East,East,West
6,3,1,1,1,1,3,5,West,West,West,West,West
5,3,0,0,1,1,2,5,West,West,West,West,West
4,3,0,1,1,1,3,5,North,North,North,North,North
3,3,1,0,1,0,3,6,North,North,North,North,North
3,4,1,1,0,0,3,6,North,East,East,East,North
3,5,1,1,1,1,10,5,Stop,North,North,North,North
3,6,1,1,0,0,9,5,Stop,East,East,East,East
3,7,0,1,1,0,9,6,Stop,East,East,East,East
4,7,1,0,1,1,9,7,Stop,East,East,East,East
5,7,0,0,1,1,9,6,Stop,East,East,East,East
6,7,1,1,1,1,9,7,Stop,East,East,East,East
7,7,0,0,1,1,9,6,Stop,East,East,East,East
8,7,0,0,1,1,10,6,Stop,Stop,South,South,South
9,7,0,1,1,1,10,7,Stop,Stop,East,East,East
9,6,1,1,1,0,10,7,Stop,Stop,North,North,North
10,6,1,1,0,1,16,5,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,5,Stop,Stop,Stop,East,East
11,7,0,0,1,1,16,5,Stop,Stop,Stop,East,East
12,7,0,0,1,1,17,5,Stop,Stop,Stop,East,East
13,7,1,1,1,1,17,5,Stop,Stop,Stop,East,East
14,7,0,0,1,1,18,5,Stop,Stop,Stop,East,East
15,7,1,0,1,1,17,5,Stop,Stop,Stop,South,South
16,7,0,1,0,1,17,5,Stop,Stop,Stop,South,South
16,6,1,1,0,0,18,5,Stop,Stop,Stop,East,East
9,1,0,0,1,1,9,5,West,West,West,West,West
8,1,0,0,1,1,4,2,West,West,West,West,West
7,1,0,0,1,1,4,3,North,North,North,North,North
6,1,1,0,1,0,4,2,North,North,North,North,North
6,2,1,1,0,0,4,2,West,East,East,East,West
6,3,1,1,1,1,4,3,West,West,West,West,West
5,3,0,0,1,1,8,5,Stop,South,South,South,South
4,3,0,1,1,1,9,5,Stop,South,South,South,South
4,2,1,1,0,0,9,5,Stop,West,West,West,West
4,1,1,0,0,1,9,5,Stop,West,West,West,West
3,1,0,0,1,1,8,5,Stop,West,West,West,West
2,1,0,0,1,1,8,5,Stop,North,North,North,North
1,1,1,0,1,0,8,5,Stop,North,North,North,North
1,2,1,1,0,0,9,5,Stop,North,North,North,North
1,3,1,1,0,0,9,5,Stop,North,North,North,North
1,4,1,1,0,0,9,6,Stop,North,North,North,North
1,5,1,1,1,0,9,7,Stop,North,North,North,North
1,6,1,1,0,0,8,7,Stop,North,North,North,North
1,7,1,1,0,0,8,7,Stop,North,North,North,North
1,8,1,1,0,0,9,7,Stop,East,East,East,East
1,9,0,1,1,0,10,7,Stop,East,East,East,East
2,9,0,0,1,1,9,7,Stop,East,East,East,East
3,9,0,0,1,1,9,6,Stop,South,South,South,South
4,9,0,1,0,1,10,6,Stop,South,South,South,South
4,8,1,1,0,0,10,7,Stop,East,East,East,East
4,7,1,0,1,1,10,6,Stop,East,East,East,East
5,7,0,0,1,1,10,7,Stop,East,East,East,East
6,7,1,1,1,1,11,7,Stop,East,East,East,East
7,7,0,0,1,1,11,7,Stop,East,East,East,East
8,7,0,0,1,1,11,7,Stop,East,East,East,East
9,7,0,1,1,1,11,7,Stop,East,East,East,East
10,7,0,1,1,1,13,7,Stop,East,Stop,East,East
11,7,0,0,1,1,14,7,Stop,East,Stop,East,East
12,7,0,0,1,1,17,9,Stop,Stop,Stop,East,East
13,7,1,1,1,1,16,9,Stop,Stop,Stop,East,East
14,7,0,0,1,1,16,9,Stop,Stop,Stop,North,North
9,1,0,0,1,1,9,5,West,West,West,West,West
8,1,0,0,1,1,8,5,West,West,West,West,West
7,1,0,0,1,1,3,4,North,North,North,North,North
6,1,1,0,1,0,3,3,North,North,North,North,North
6,2,1,1,0,0,3,4,West,East,East,East,West
6,3,1,1,1,1,3,3,West,West,West,West,West
5,3,0,0,1,1,3,3,West,West,West,West,West
4,3,0,1,1,1,9,6,Stop,North,North,North,North
3,3,1,0,1,0,9,7,Stop,North,North,North,North
3,4,1,1,0,0,8,7,Stop,East,East,East,East
3,5,1,1,1,1,8,7,Stop,East,East,East,East
4,5,0,0,1,1,7,7,Stop,East,East,East,East
5,5,0,0,1,1,8,7,Stop,North,North,North,North
6,5,1,1,0,1,9,7,Stop,North,North,North,North
6,6,1,1,0,0,9,7,Stop,East,East,East,East
6,7,1,1,1,1,8,7,Stop,East,East,East,East
7,7,0,0,1,1,10,5,Stop,Stop,East,East,East
8,7,0,0,1,1,10,5,Stop,Stop,South,South,South
9,7,0,1,1,1,11,5,Stop,Stop,South,South,South
9,6,1,1,1,0,10,5,Stop,Stop,East,East,East
9,5,1,0,1,1,17,9,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,9,Stop,Stop,Stop,North,North
10,6,1,1,0,1,17,9,Stop,Stop,Stop,East,East
10,7,0,1,1,1,18,9,Stop,Stop,Stop,East,East
11,7,0,0,1,1,17,9,Stop,Stop,Stop,East,East
12,7,0,0,1,1,16,9,Stop,Stop,Stop,East,East
13,7,1,1,1,1,16,9,Stop,Stop,Stop,East,East
14,7,0,0,1,1,17,9,Stop,Stop,Stop,North,North
15,7,1,0,1,1,17,9,Stop,Stop,Stop,North,North
15,8,1,1,0,0,16,9,Stop,Stop,Stop,East,East
15,9,0,1,1,0,17,9,Stop,Stop,Stop,East,East
16,9,0,0,1,1,18,9,Stop,Stop,Stop,East,East
9,1,0,0,1,1,9,5,West,West,West,West,West
8,1,0,0,1,1,8,5,West,West,West,West,West
7,1,0,0,1,1,3,3,North,North,North,North,North
6,1,1,0,1,0,3,3,North,North,North,North,North
6,2,1,1,0,0,3,3,West,East,East,East,West
6,3,1,1,1,1,3,3,West,West,West,West,West
5,3,0,0,1,1,3,3,West,West,West,West,West
4,3,0,1,1,1,9,5,Stop,North,North,North,North
3,3,1,0,1,0,9,5,Stop,North,North,North,North
3,4,1,1,0,0,9,5,Stop,East,East,East,East
3,5,1,1,1,1,9,5,Stop,East,East,East,East
4,5,0,0,1,1,9,6,Stop,East,East,East,East
5,5,0,0,1,1,9,6,Stop,North,North,North,North
6,5,1,1,0,1,9,6,Stop,North,North,North,North
6,6,1,1,0,0,9,6,Stop,East,East,East,East
6,7,1,1,1,1,9,6,Stop,East,East,East,East
7,7,0,0,1,1,9,7,Stop,East,East,East,East
8,7,0,0,1,1,9,5,Stop,Stop,South,South,South
9,7,0,1,1,1,8,5,Stop,Stop,South,South,South
9,6,1,1,1,0,8,5,Stop,Stop,West,West,West
9,5,1,0,1,1,18,7,Stop,Stop,Stop,East,East
8,5,0,0,1,0,18,7,Stop,Stop,Stop,North,North
9,5,1,0,1,1,18,8,Stop,Stop,Stop,North,North
9,6,1,1,1,0,18,9,Stop,Stop,Stop,East,East
9,7,0,1,1,1,17,9,Stop,Stop,Stop,East,East
10,7,0,1,1,1,18,9,Stop,Stop,Stop,East,East
11,7,0,0,1,1,18,9,Stop,Stop,Stop,East,East
12,7,0,0,1,1,18,9,Stop,Stop,Stop,East,East
13,7,1,1,1,1,18,9,Stop,Stop,Stop,East,East
14,7,0,0,1,1,18,8,Stop,Stop,Stop,North,North
15,7,1,0,1,1,18,9,Stop,Stop,Stop,North,North
15,8,1,1,0,0,18,8,Stop,Stop,Stop,East,East
15,9,0,1,1,0,18,7,Stop,Stop,Stop,East,East
16,9,0,0,1,1,18,8,Stop,Stop,Stop,East,East
17,9,0,0,1,1,18,8,Stop,Stop,Stop,South,South
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,11,5,North,North,North,North,North
11,1,1,0,1,1,10,5,North,North,North,North,North
11,2,1,1,0,0,9,5,West,West,West,West,West
11,3,0,1,0,1,8,5,West,West,West,West,West
10,3,0,0,1,1,9,5,North,North,North,North,North
9,3,1,0,1,1,9,6,North,North,North,North,North
9,4,1,1,0,0,9,6,West,East,North,East,North
9,5,1,1,1,1,10,7,North,North,Stop,North,North
9,6,1,1,1,0,6,5,West,Stop,Stop,West,West
9,7,0,1,1,1,6,6,West,Stop,Stop,West,West
8,7,0,0,1,1,6,7,West,Stop,Stop,West,West
7,7,0,0,1,1,15,7,Stop,Stop,Stop,South,South
6,7,0,1,1,0,15,7,Stop,Stop,Stop,South,South
6,6,1,1,0,0,15,7,Stop,Stop,Stop,East,East
6,5,1,1,1,1,16,7,Stop,Stop,Stop,East,East
7,5,0,0,1,1,16,7,Stop,Stop,Stop,East,East
8,5,0,0,1,1,15,7,Stop,Stop,Stop,East,East
9,5,1,1,1,1,16,7,Stop,Stop,Stop,North,North
10,5,1,0,1,1,17,7,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,7,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,7,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,6,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,5,Stop,Stop,Stop,South,South
13,7,0,1,0,1,14,5,Stop,Stop,Stop,South,South
9,1,0,0,1,1,9,5,East,East,East,East,East
10,1,0,0,1,1,11,5,North,North,North,North,North
11,1,1,0,1,1,11,5,North,North,North,North,North
11,2,1,1,0,0,10,5,West,West,West,West,West
11,3,0,1,0,1,10,5,West,West,West,West,West
10,3,0,0,1,1,9,5,North,North,North,North,North
9,3,1,0,1,1,11,5,Stop,North,North,North,North
9,4,1,1,0,0,10,6,Stop,East,East,East,East
9,5,1,1,1,1,11,5,Stop,East,East,East,East
10,5,1,0,1,1,9,5,Stop,West,Stop,West,West
11,5,0,0,0,1,15,7,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,7,Stop,Stop,Stop,North,North
10,6,1,1,0,1,15,7,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,6,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,7,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,6,Stop,Stop,Stop,South,South
13,7,0,1,0,1,15,7,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,6,Stop,Stop,Stop,East,East
13,5,1,1,1,0,15,7,Stop,Stop,Stop,East,East
14,5,0,0,1,1,15,6,Stop,Stop,Stop,North,North
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,10,5,North,North,North,North,North
11,1,1,0,1,1,10,5,North,North,North,North,North
11,2,1,1,0,0,10,5,West,West,West,West,West
11,3,0,1,0,1,10,6,West,West,West,West,West
10,3,0,0,1,1,9,7,North,North,North,North,North
9,3,1,0,1,1,9,7,North,North,North,North,North
