@relation training_easy_maps.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute DirToGhost1{North,South,East,West,Stop}
@attribute DirToGhost2{North,South,East,West,Stop}
@attribute DirToGhost3{North,South,East,West,Stop}
@attribute DirToGhost4{North,South,East,West,Stop}
@attribute Move{North,South,East,West,Stop}

@data
7,8,1,1,1,1,6,14,Stop,West,Stop,Stop,West
7,9,1,1,1,1,6,13,Stop,North,Stop,Stop,North
6,9,1,1,1,1,5,13,Stop,North,Stop,Stop,North
6,10,1,1,1,0,4,13,Stop,West,Stop,Stop,West
6,11,1,1,1,1,4,14,Stop,North,Stop,Stop,North
5,11,1,0,1,1,4,13,Stop,West,Stop,Stop,West
5,12,1,1,1,1,5,13,Stop,North,Stop,Stop,North
4,12,1,1,1,1,5,12,Stop,East,Stop,Stop,East
4,13,1,1,1,1,5,12,Stop,South,Stop,Stop,South
12,10,1,1,1,1,13,12,West,West,East,East,East
12,11,1,1,1,1,15,6,South,North,East,Stop,East
13,11,1,1,1,1,15,7,South,North,East,Stop,East
14,11,1,1,1,1,15,6,South,North,South,Stop,South
15,11,1,1,1,1,15,6,West,West,South,Stop,South
15,10,1,1,1,1,15,5,West,West,South,Stop,South
15,9,1,1,1,1,16,5,West,West,East,Stop,East
15,8,1,1,1,1,16,5,South,North,South,Stop,South
16,8,1,1,1,1,15,5,West,West,West,Stop,West
16,7,1,1,1,1,15,6,West,West,South,Stop,South
15,7,1,1,1,1,9,6,West,West,Stop,Stop,West
15,6,1,1,1,1,10,6,West,West,Stop,Stop,West
14,6,1,1,1,1,10,5,West,West,Stop,Stop,West
13,6,1,1,1,1,10,5,West,West,Stop,Stop,West
12,6,1,1,1,1,9,5,West,West,Stop,Stop,West
11,6,1,1,1,1,9,6,West,West,Stop,Stop,West
10,6,1,1,1,1,8,12,Stop,West,Stop,Stop,West
9,6,1,1,1,1,8,12,Stop,North,Stop,Stop,North
8,6,1,1,1,1,7,12,Stop,West,Stop,Stop,West
8,7,1,1,1,1,7,12,Stop,North,Stop,Stop,North
7,7,1,1,1,1,6,12,Stop,West,Stop,Stop,West
7,8,1,1,1,1,7,12,Stop,North,Stop,Stop,North
6,8,1,1,1,1,7,11,Stop,East,Stop,Stop,East
6,9,1,1,1,1,6,11,Stop,North,Stop,Stop,North
7,9,1,1,1,1,6,11,Stop,West,Stop,Stop,West
12,10,1,1,1,1,13,12,West,West,North,East,East
12,11,1,1,1,1,13,12,South,North,South,North,North
13,11,1,1,1,1,14,12,West,West,West,East,East
13,12,1,1,1,1,6,11,South,South,South,Stop,South
14,12,1,1,1,1,7,11,West,West,West,Stop,West
14,11,1,1,1,1,7,10,West,West,West,Stop,West
13,11,1,1,1,1,6,10,West,West,West,Stop,West
12,11,1,1,1,1,6,11,West,West,West,Stop,West
11,11,1,1,1,1,7,11,West,West,West,Stop,West
10,11,1,1,1,1,7,12,West,West,West,Stop,West
9,11,1,1,1,1,7,13,West,West,South,Stop,West
8,11,1,1,1,1,7,12,West,North,South,Stop,North
7,11,1,1,1,1,4,9,West,Stop,East,Stop,West
7,12,1,1,1,1,4,9,West,Stop,South,Stop,West
6,12,1,1,1,1,5,9,South,Stop,South,Stop,South
5,12,1,1,1,1,4,9,West,Stop,West,Stop,West
5,11,1,0,1,1,4,8,North,Stop,North,Stop,North
4,11,1,0,1,1,4,8,North,Stop,East,Stop,North
4,12,1,1,1,1,4,9,North,Stop,East,Stop,North
4,13,1,1,1,1,4,9,East,Stop,East,Stop,East
4,14,0,1,1,1,4,9,South,Stop,South,Stop,South
5,14,0,1,1,1,4,8,West,Stop,East,Stop,West
5,13,1,1,1,1,4,8,South,Stop,South,Stop,South
4,13,1,1,1,1,5,8,East,Stop,East,Stop,East
4,12,1,1,1,1,6,8,East,Stop,East,Stop,East
5,12,1,1,1,1,7,8,East,Stop,East,Stop,East
6,12,1,1,1,1,8,8,East,Stop,East,Stop,East
7,12,1,1,1,1,9,8,East,Stop,East,Stop,East
8,12,1,1,1,1,9,8,East,Stop,South,Stop,South
9,12,1,1,1,1,9,9,East,Stop,South,Stop,South
9,11,1,1,1,1,8,9,East,Stop,West,Stop,West
9,10,1,1,1,1,7,9,South,Stop,West,Stop,West
8,10,1,1,1,1,10,7,South,Stop,Stop,Stop,South
7,10,1,1,1,1,10,6,East,Stop,Stop,Stop,East
7,9,1,1,1,1,11,6,East,Stop,Stop,Stop,East
8,9,1,1,1,1,11,6,East,Stop,Stop,Stop,East
9,9,1,1,1,1,11,6,East,Stop,Stop,Stop,East
10,9,1,1,1,1,10,6,South,Stop,Stop,Stop,South
11,9,1,1,1,1,10,6,West,Stop,Stop,Stop,West
11,8,1,1,1,1,10,5,South,Stop,Stop,Stop,South
10,8,1,1,1,1,10,4,South,Stop,Stop,Stop,South
10,7,1,1,1,1,9,4,West,Stop,Stop,Stop,West
10,6,1,1,1,1,9,4,South,Stop,Stop,Stop,South
9,6,1,1,1,1,10,4,East,Stop,Stop,Stop,East
12,10,1,1,1,1,13,12,West,West,East,East,East
12,11,1,1,1,1,12,12,South,North,South,North,North
13,11,1,1,1,1,12,11,West,West,West,West,West
13,12,1,1,1,1,11,11,West,West,South,West,West
12,12,1,1,1,1,6,14,West,West,South,Stop,West
11,12,1,1,1,1,7,14,West,West,South,Stop,West
10,12,1,1,1,1,7,13,West,West,South,Stop,West
9,12,1,1,1,1,7,12,West,West,South,Stop,West
8,12,1,1,1,1,6,6,West,Stop,South,Stop,West
7,12,1,1,1,1,7,6,South,Stop,South,Stop,South
6,12,1,1,1,1,8,6,East,Stop,East,Stop,East
6,11,1,1,1,1,9,6,East,Stop,East,Stop,East
7,11,1,1,1,1,9,7,East,Stop,East,Stop,East
8,11,1,1,1,1,9,7,South,Stop,East,Stop,South
9,11,1,1,1,1,8,7,West,Stop,East,Stop,West
9,10,1,1,1,1,8,6,South,Stop,South,Stop,South
8,10,1,1,1,1,8,7,South,Stop,East,Stop,South
8,9,1,1,1,1,7,7,West,Stop,East,Stop,West
8,8,1,1,1,1,6,7,West,Stop,West,Stop,West
7,8,1,1,1,1,11,8,Stop,Stop,West,Stop,West
6,8,1,1,1,1,10,8,Stop,Stop,West,Stop,West
5,8,1,1,1,1,10,8,Stop,Stop,West,Stop,West
4,8,1,1,1,1,10,7,Stop,Stop,South,Stop,South
3,8,1,1,1,1,11,7,Stop,Stop,East,Stop,East
3,7,1,1,1,1,11,8,Stop,Stop,East,Stop,East
4,7,1,1,1,1,11,7,Stop,Stop,East,Stop,East
5,7,1,1,1,1,11,7,Stop,Stop,East,Stop,East
6,7,1,1,1,1,11,6,Stop,Stop,East,Stop,East
7,7,1,1,1,1,10,6,Stop,Stop,East,Stop,East
8,7,1,1,1,1,10,6,Stop,Stop,East,Stop,East
12,10,1,1,1,1,13,12,West,West,East,East,East
12,11,1,1,1,1,13,5,South,North,South,Stop,South
13,11,1,1,1,1,13,4,West,West,South,Stop,South
13,10,1,1,1,1,14,4,West,West,East,Stop,East
13,9,1,1,1,1,13,4,South,North,South,Stop,South
14,9,1,1,1,1,13,5,West,West,West,Stop,West
14,8,1,1,1,1,13,4,West,West,South,Stop,South
13,8,1,1,1,1,12,4,West,West,West,Stop,West
13,7,1,1,1,1,12,3,West,West,South,Stop,South
12,7,1,1,1,1,13,3,West,West,East,Stop,East
12,6,1,1,1,1,12,3,North,North,South,Stop,South
13,6,1,1,1,1,13,3,West,West,South,Stop,South
13,5,1,1,1,1,14,3,West,West,East,Stop,East
13,4,1,1,1,1,15,3,North,North,East,Stop,East
14,4,1,1,1,1,14,3,North,North,South,Stop,South
15,4,1,1,1,1,14,4,West,West,West,Stop,West
15,3,1,0,1,1,14,4,North,North,North,Stop,North
14,3,1,0,1,1,3,8,West,West,Stop,Stop,West
14,4,1,1,1,1,4,8,West,West,Stop,Stop,West
13,4,1,1,1,1,4,8,West,West,Stop,Stop,West
12,4,1,1,1,1,5,8,West,West,Stop,Stop,West
11,4,1,1,1,1,4,8,West,West,Stop,Stop,West
10,4,1,1,1,1,4,7,West,West,Stop,Stop,West
9,4,1,1,1,1,5,7,West,West,Stop,Stop,West
8,4,1,1,1,1,5,6,West,West,Stop,Stop,West
7,4,1,1,1,1,5,7,West,West,Stop,Stop,West
6,4,1,1,1,1,4,7,West,West,Stop,Stop,West
5,4,1,1,1,1,4,8,North,North,Stop,Stop,North
4,4,1,1,1,1,5,8,East,East,Stop,Stop,East
4,5,1,1,1,1,5,7,North,North,Stop,Stop,North
5,5,1,1,1,1,6,7,East,West,Stop,Stop,East
5,6,1,1,1,1,7,7,East,North,Stop,Stop,East
6,6,1,1,1,1,7,8,North,North,Stop,Stop,North
7,6,1,1,1,1,6,8,West,West,Stop,Stop,West
7,7,1,1,1,1,6,9,North,West,Stop,Stop,North
6,7,1,1,1,1,7,9,East,West,Stop,Stop,East
6,8,1,1,1,1,7,10,North,North,Stop,Stop,North
7,8,1,1,1,1,7,11,North,West,Stop,Stop,North
7,9,1,1,1,1,5,12,Stop,West,Stop,Stop,West
7,10,1,1,1,1,4,12,Stop,North,Stop,Stop,North
6,10,1,1,1,0,4,11,Stop,West,Stop,Stop,West
6,11,1,1,1,1,4,11,Stop,West,Stop,Stop,West
12,10,1,1,1,1,13,12,West,West,North,East,East
12,11,1,1,1,1,12,7,South,East,South,Stop,South
13,11,1,1,1,1,11,7,West,West,West,Stop,West
13,10,1,1,1,1,11,6,West,West,West,Stop,West
12,10,1,1,1,1,10,6,West,West,West,Stop,West
11,10,1,1,1,1,11,6,West,West,South,Stop,South
10,10,1,1,1,1,12,6,West,West,East,Stop,East
10,9,1,1,1,1,11,6,South,North,South,Stop,South
11,9,1,1,1,1,11,5,West,West,South,Stop,South
11,8,1,1,1,1,11,6,West,West,South,Stop,South
11,7,1,1,1,1,4,6,West,West,Stop,Stop,West
11,6,1,1,1,1,4,7,West,West,Stop,Stop,West
10,6,1,1,1,1,5,7,West,West,Stop,Stop,West
9,6,1,1,1,1,5,8,West,West,Stop,Stop,West
8,6,1,1,1,1,4,8,West,West,Stop,Stop,West
7,6,1,1,1,1,4,7,West,West,Stop,Stop,West
6,6,1,1,1,1,3,7,West,West,Stop,Stop,West
5,6,1,1,1,1,3,7,West,West,Stop,Stop,West
4,6,1,1,1,1,4,7,North,West,Stop,Stop,North
3,6,1,1,1,1,2,13,Stop,West,Stop,Stop,West
3,7,1,1,1,1,3,13,Stop,North,Stop,Stop,North
2,7,1,1,1,1,3,12,Stop,East,Stop,Stop,East
2,8,1,1,1,1,2,12,Stop,North,Stop,Stop,North
3,8,1,1,1,1,2,11,Stop,West,Stop,Stop,West
3,9,0,1,1,1,2,12,Stop,South,Stop,Stop,South
2,9,0,1,1,1,2,13,Stop,South,Stop,Stop,South
2,8,1,1,1,1,3,13,Stop,East,Stop,Stop,East
2,7,1,1,1,1,2,13,Stop,North,Stop,Stop,North
3,7,1,1,1,1,2,12,Stop,West,Stop,Stop,West
3,8,1,1,1,1,3,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,4,12,Stop,East,Stop,Stop,East
2,9,0,1,1,1,3,12,Stop,South,Stop,Stop,South
3,9,0,1,1,1,2,12,Stop,West,Stop,Stop,West
3,8,1,1,1,1,2,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,1,12,Stop,West,Stop,Stop,West
2,9,0,1,1,1,2,12,Stop,South,Stop,Stop,South
1,9,0,1,1,0,3,12,Stop,East,Stop,Stop,East
1,8,1,1,1,0,3,11,Stop,East,Stop,Stop,East
2,8,1,1,1,1,3,11,Stop,North,Stop,Stop,North
3,8,1,1,1,1,3,11,Stop,East,Stop,Stop,East
3,9,0,1,1,1,4,11,Stop,South,Stop,Stop,South
4,9,0,1,1,1,5,11,Stop,East,Stop,Stop,East
4,8,1,1,1,1,5,11,Stop,North,Stop,Stop,North
5,8,1,1,1,1,6,11,Stop,East,Stop,Stop,East
5,9,0,1,1,1,6,12,Stop,North,Stop,Stop,North
6,9,1,1,1,1,6,12,Stop,North,Stop,Stop,North
6,10,1,1,1,0,6,13,Stop,North,Stop,Stop,North
6,11,1,1,1,1,6,13,Stop,North,Stop,Stop,North
12,10,1,1,1,1,13,12,West,West,East,East,East
12,11,1,1,1,1,12,12,South,East,South,North,North
13,11,1,1,1,1,11,12,West,West,West,West,West
13,12,1,1,1,1,11,13,West,West,South,West,West
12,12,1,1,1,1,10,13,West,West,South,West,West
11,12,1,1,1,1,9,13,West,West,South,West,West
10,12,1,1,1,1,10,13,West,West,South,North,North
9,12,1,1,1,1,10,14,West,West,East,East,East
9,13,1,1,1,1,9,14,South,South,East,North,North
10,13,1,1,1,1,3,13,West,West,West,Stop,West
10,14,0,1,1,1,3,13,South,South,South,Stop,South
9,14,0,1,1,1,3,13,West,West,East,Stop,West
9,13,1,1,1,1,3,12,West,West,South,Stop,West
8,13,1,1,1,1,3,11,West,West,South,Stop,West
7,13,1,1,1,1,4,11,West,West,South,Stop,West
6,13,1,1,1,1,4,11,South,West,South,Stop,West
5,13,1,1,1,1,5,11,South,South,South,Stop,South
4,13,1,1,1,1,6,11,East,East,East,Stop,East
4,12,1,1,1,1,7,11,South,East,East,Stop,East
5,12,1,1,1,1,7,11,South,East,East,Stop,East
6,12,1,1,1,1,7,10,South,South,East,Stop,South
7,12,1,1,1,1,6,10,West,West,East,Stop,West
7,11,1,1,1,1,6,9,West,South,South,Stop,South
6,11,1,1,1,1,6,9,South,South,South,Stop,South
6,10,1,1,1,0,4,3,West,Stop,East,Stop,West
6,9,1,1,1,1,3,3,South,Stop,South,Stop,South
5,9,0,1,1,1,4,3,West,Stop,East,Stop,West
5,8,1,1,1,1,4,3,South,Stop,South,Stop,South
4,8,1,1,1,1,3,3,West,Stop,East,Stop,West
4,7,1,1,1,1,3,4,South,Stop,South,Stop,South
3,7,1,1,1,1,2,4,West,Stop,East,Stop,West
3,6,1,1,1,1,2,4,South,Stop,South,Stop,South
2,6,1,1,1,1,12,3,Stop,Stop,East,Stop,East
2,5,1,1,1,1,12,3,Stop,Stop,East,Stop,East
3,5,1,1,1,1,12,3,Stop,Stop,East,Stop,East
4,5,1,1,1,1,13,3,Stop,Stop,East,Stop,East
5,5,1,1,1,1,13,3,Stop,Stop,East,Stop,East
6,5,1,1,1,1,13,4,Stop,Stop,East,Stop,East
7,5,1,1,1,1,13,3,Stop,Stop,East,Stop,East
8,5,1,1,1,1,12,3,Stop,Stop,East,Stop,East
9,5,1,1,1,1,13,3,Stop,Stop,East,Stop,East
10,5,1,1,1,1,13,3,Stop,Stop,East,Stop,East
11,5,1,1,1,1,14,3,Stop,Stop,East,Stop,East
12,5,1,1,1,1,15,3,Stop,Stop,East,Stop,East
13,5,1,1,1,1,15,3,Stop,Stop,East,Stop,East
14,5,1,1,1,1,16,3,Stop,Stop,East,Stop,East
15,5,1,1,1,1,15,3,Stop,Stop,South,Stop,South
16,5,1,1,1,1,14,3,Stop,Stop,West,Stop,West
16,4,1,1,1,1,14,3,Stop,Stop,West,Stop,West
12,10,1,1,1,1,13,12,West,West,East,East,East
12,11,1,1,1,1,13,6,South,East,South,Stop,South
13,11,1,1,1,1,12,6,West,West,West,Stop,West
13,10,1,1,1,1,12,6,West,West,South,Stop,South
12,10,1,1,1,1,12,7,West,West,South,Stop,South
12,9,1,1,1,1,12,7,West,West,South,Stop,South
12,8,1,1,1,1,3,9,West,West,Stop,Stop,West
12,7,1,1,1,1,3,9,West,West,Stop,Stop,West
11,7,1,1,1,1,4,9,West,West,Stop,Stop,West
10,7,1,1,1,1,3,9,West,West,Stop,Stop,West
9,7,1,1,1,1,3,8,West,West,Stop,Stop,West
8,7,1,1,1,1,3,9,West,West,Stop,Stop,West
7,7,1,1,1,1,4,9,West,West,Stop,Stop,West
6,7,1,1,1,1,3,9,West,West,Stop,Stop,West
5,7,1,1,1,1,3,9,West,West,Stop,Stop,West
4,7,1,1,1,1,3,9,North,West,Stop,Stop,North
3,7,1,1,1,1,3,9,North,West,Stop,Stop,North
3,8,1,1,1,1,1,14,Stop,West,Stop,Stop,West
3,9,0,1,1,1,1,13,Stop,West,Stop,Stop,West
2,9,0,1,1,1,1,14,Stop,South,Stop,Stop,South
1,9,0,1,1,0,1,13,Stop,South,Stop,Stop,South
1,8,1,1,1,0,2,13,Stop,East,Stop,Stop,East
1,7,1,1,1,0,2,12,Stop,North,Stop,Stop,North
2,7,1,1,1,1,1,12,Stop,West,Stop,Stop,West
2,8,1,1,1,1,1,13,Stop,North,Stop,Stop,North
1,8,1,1,1,0,2,13,Stop,East,Stop,Stop,East
1,9,0,1,1,0,3,13,Stop,East,Stop,Stop,East
2,9,0,1,1,1,2,13,Stop,South,Stop,Stop,South
3,9,0,1,1,1,2,12,Stop,West,Stop,Stop,West
3,8,1,1,1,1,2,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,2,11,Stop,East,Stop,Stop,East
2,9,0,1,1,1,2,12,Stop,South,Stop,Stop,South
3,9,0,1,1,1,2,13,Stop,West,Stop,Stop,West
3,8,1,1,1,1,2,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,2,13,Stop,East,Stop,Stop,East
2,9,0,1,1,1,1,13,Stop,South,Stop,Stop,South
3,9,0,1,1,1,1,13,Stop,West,Stop,Stop,West
3,8,1,1,1,1,1,14,Stop,West,Stop,Stop,West
2,8,1,1,1,1,2,14,Stop,North,Stop,Stop,North
1,8,1,1,1,0,3,14,Stop,East,Stop,Stop,East
1,9,0,1,1,0,3,13,Stop,East,Stop,Stop,East
2,9,0,1,1,1,2,13,Stop,South,Stop,Stop,South
3,9,0,1,1,1,2,12,Stop,West,Stop,Stop,West
3,8,1,1,1,1,3,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,3,11,Stop,East,Stop,Stop,East
2,9,0,1,1,1,2,11,Stop,South,Stop,Stop,South
3,9,0,1,1,1,2,11,Stop,West,Stop,Stop,West
3,8,1,1,1,1,2,11,Stop,North,Stop,Stop,North
2,8,1,1,1,1,1,11,Stop,West,Stop,Stop,West
2,9,0,1,1,1,1,12,Stop,South,Stop,Stop,South
1,9,0,1,1,0,1,11,Stop,South,Stop,Stop,South
1,8,1,1,1,0,2,11,Stop,East,Stop,Stop,East
1,7,1,1,1,0,2,12,Stop,North,Stop,Stop,North
2,7,1,1,1,1,1,12,Stop,West,Stop,Stop,West
2,8,1,1,1,1,1,11,Stop,North,Stop,Stop,North
1,8,1,1,1,0,1,11,Stop,East,Stop,Stop,East
1,9,0,1,1,0,1,11,Stop,South,Stop,Stop,South
2,9,0,1,1,1,1,12,Stop,West,Stop,Stop,West
2,8,1,1,1,1,1,13,Stop,North,Stop,Stop,North
1,8,1,1,1,0,2,13,Stop,East,Stop,Stop,East
1,9,0,1,1,0,2,12,Stop,South,Stop,Stop,South
2,9,0,1,1,1,2,13,Stop,South,Stop,Stop,South
2,8,1,1,1,1,2,14,Stop,South,Stop,Stop,South
2,7,1,1,1,1,2,13,Stop,South,Stop,Stop,South
2,6,1,1,1,1,3,13,Stop,East,Stop,Stop,East
2,5,1,1,1,1,4,13,Stop,East,Stop,Stop,East
3,5,1,1,1,1,4,12,Stop,North,Stop,Stop,North
4,5,1,1,1,1,5,12,Stop,East,Stop,Stop,East
4,6,1,1,1,1,4,12,Stop,North,Stop,Stop,North
5,6,1,1,1,1,3,12,Stop,West,Stop,Stop,West
5,7,1,1,1,1,3,12,Stop,West,Stop,Stop,West
4,7,1,1,1,1,3,12,Stop,North,Stop,Stop,North
3,7,1,1,1,1,4,12,Stop,East,Stop,Stop,East
3,8,1,1,1,1,3,12,Stop,North,Stop,Stop,North
4,8,1,1,1,1,2,12,Stop,West,Stop,Stop,West
4,9,0,1,1,1,2,13,Stop,West,Stop,Stop,West
3,9,0,1,1,1,2,12,Stop,South,Stop,Stop,South
2,9,0,1,1,1,2,11,Stop,South,Stop,Stop,South
2,8,1,1,1,1,1,11,Stop,West,Stop,Stop,West
2,7,1,1,1,1,1,12,Stop,North,Stop,Stop,North
1,7,1,1,1,0,2,12,Stop,North,Stop,Stop,North
1,8,1,1,1,0,3,12,Stop,East,Stop,Stop,East
1,9,0,1,1,0,4,12,Stop,East,Stop,Stop,East
2,9,0,1,1,1,4,12,Stop,East,Stop,Stop,East
3,9,0,1,1,1,3,12,Stop,South,Stop,Stop,South
4,9,0,1,1,1,2,12,Stop,West,Stop,Stop,West
4,8,1,1,1,1,2,12,Stop,West,Stop,Stop,West
3,8,1,1,1,1,3,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,3,12,Stop,East,Stop,Stop,East
2,9,0,1,1,1,3,13,Stop,South,Stop,Stop,South
3,9,0,1,1,1,2,13,Stop,West,Stop,Stop,West
3,8,1,1,1,1,2,12,Stop,North,Stop,Stop,North
2,8,1,1,1,1,2,13,Stop,East,Stop,Stop,East
2,9,0,1,1,1,3,13,Stop,South,Stop,Stop,South
3,9,0,1,1,1,3,13,Stop,South,Stop,Stop,South
3,8,1,1,1,1,4,13,Stop,East,Stop,Stop,East
3,7,1,1,1,1,5,13,Stop,East,Stop,Stop,East
4,7,1,1,1,1,4,13,Stop,North,Stop,Stop,North
5,7,1,1,1,1,4,12,Stop,West,Stop,Stop,West
5,8,1,1,1,1,3,12,Stop,West,Stop,Stop,West
4,8,1,1,1,1,3,12,Stop,North,Stop,Stop,North
3,8,1,1,1,1,4,12,Stop,East,Stop,Stop,East
3,9,0,1,1,1,4,13,Stop,South,Stop,Stop,South
4,9,0,1,1,1,4,14,Stop,South,Stop,Stop,South
4,8,1,1,1,1,3,14,Stop,West,Stop,Stop,West
4,7,1,1,1,1,2,14,Stop,West,Stop,Stop,West
3,7,1,1,1,1,3,14,Stop,North,Stop,Stop,North
2,7,1,1,1,1,3,13,Stop,East,Stop,Stop,East
2,8,1,1,1,1,2,13,Stop,North,Stop,Stop,North
3,8,1,1,1,1,1,13,Stop,West,Stop,Stop,West
3,9,0,1,1,1,2,13,Stop,South,Stop,Stop,South
2,9,0,1,1,1,2,13,Stop,South,Stop,Stop,South
2,8,1,1,1,1,3,13,Stop,East,Stop,Stop,East
2,7,1,1,1,1,3,14,Stop,North,Stop,Stop,North
3,7,1,1,1,1,3,14,Stop,North,Stop,Stop,North
3,8,1,1,1,1,3,13,Stop,East,Stop,Stop,East
3,9,0,1,1,1,3,12,Stop,South,Stop,Stop,South
4,9,0,1,1,1,3,12,Stop,West,Stop,Stop,West
4,8,1,1,1,1,3,13,Stop,North,Stop,Stop,North
3,8,1,1,1,1,3,13,Stop,East,Stop,Stop,East
3,9,0,1,1,1,3,13,Stop,South,Stop,Stop,South
4,9,0,1,1,1,3,13,Stop,West,Stop,Stop,West
4,8,1,1,1,1,3,14,Stop,North,Stop,Stop,North
3,8,1,1,1,1,3,14,Stop,East,Stop,Stop,East
3,9,0,1,1,1,4,14,Stop,South,Stop,Stop,South
4,9,0,1,1,1,5,14,Stop,East,Stop,Stop,East
4,8,1,1,1,1,4,14,Stop,North,Stop,Stop,North
5,8,1,1,1,1,4,14,Stop,West,Stop,Stop,West
5,9,0,1,1,1,4,13,Stop,South,Stop,Stop,South
4,9,0,1,1,1,4,12,Stop,South,Stop,Stop,South
4,8,1,1,1,1,4,11,Stop,South,Stop,Stop,South
4,7,1,1,1,1,4,12,Stop,South,Stop,Stop,South
4,6,1,1,1,1,4,12,Stop,South,Stop,Stop,South
4,5,1,1,1,1,4,13,Stop,South,Stop,Stop,South
4,4,1,1,1,1,5,13,Stop,East,Stop,Stop,East
4,3,1,0,1,1,5,12,Stop,North,Stop,Stop,North
5,3,1,0,1,1,5,13,Stop,North,Stop,Stop,North
5,4,1,1,1,1,5,14,Stop,North,Stop,Stop,North
5,5,1,1,1,1,5,13,Stop,North,Stop,Stop,North
5,6,1,1,1,1,5,13,Stop,North,Stop,Stop,North
5,7,1,1,1,1,5,14,Stop,North,Stop,Stop,North
5,8,1,1,1,1,5,14,Stop,East,Stop,Stop,East
5,9,0,1,1,1,5,14,Stop,North,Stop,Stop,North
6,9,1,1,1,1,5,14,Stop,North,Stop,Stop,North
6,10,1,1,1,0,6,14,Stop,North,Stop,Stop,North
6,11,1,1,1,1,6,14,Stop,North,Stop,Stop,North
6,12,1,1,1,1,6,14,Stop,North,Stop,Stop,North
12,10,1,1,1,1,13,12,West,West,North,East,East
12,11,1,1,1,1,14,12,South,North,South,East,East
13,11,1,1,1,1,15,12,South,North,South,East,East
14,11,1,1,1,1,16,12,South,North,South,East,East
15,11,1,1,1,1,17,12,South,North,South,East,East
16,11,1,1,1,1,18,12,South,North,South,East,East
17,11,1,1,1,1,18,12,North,North,North,North,North
18,11,1,1,0,1,5,12,West,West,West,Stop,West
18,12,1,1,0,1,10,7,West,West,West,Stop,West
17,12,1,1,1,1,6,11,West,West,West,Stop,West
16,12,1,1,1,1,6,12,West,West,West,Stop,West
15,12,1,1,1,1,6,13,West,West,West,Stop,West
14,12,1,1,1,1,6,13,West,West,West,Stop,West
13,12,1,1,1,1,5,13,West,West,West,Stop,West
12,12,1,1,1,1,6,13,West,West,West,Stop,West
11,12,1,1,1,1,6,14,West,West,West,Stop,West
10,12,1,1,1,1,6,13,West,West,South,Stop,West
9,12,1,1,1,1,6,13,South,West,South,Stop,West
8,12,1,1,1,1,6,13,South,West,South,Stop,West
7,12,1,1,1,1,6,13,South,North,South,Stop,North
6,12,1,1,1,1,8,4,East,Stop,East,Stop,East
6,13,1,1,1,1,8,3,East,Stop,East,Stop,East
7,13,1,1,1,1,9,3,East,Stop,East,Stop,East
8,13,1,1,1,1,8,3,South,Stop,East,Stop,South
9,13,1,1,1,1,9,3,South,Stop,East,Stop,South
9,12,1,1,1,1,8,3,West,Stop,East,Stop,West
9,11,1,1,1,1,8,4,South,Stop,South,Stop,South
8,11,1,1,1,1,8,3,South,Stop,East,Stop,South
8,10,1,1,1,1,8,3,South,Stop,East,Stop,South
8,9,1,1,1,1,8,3,South,Stop,East,Stop,South
8,8,1,1,1,1,7,3,West,Stop,East,Stop,West
8,7,1,1,1,1,8,3,South,Stop,South,Stop,South
7,7,1,1,1,1,9,3,East,Stop,East,Stop,East
7,6,1,1,1,1,9,4,East,Stop,East,Stop,East
8,6,1,1,1,1,9,4,South,Stop,East,Stop,South
9,6,1,1,1,1,9,3,South,Stop,East,Stop,South
9,5,1,1,1,1,11,9,Stop,Stop,East,Stop,East
9,4,1,1,1,1,11,9,Stop,Stop,East,Stop,East
10,4,1,1,1,1,11,8,Stop,Stop,North,Stop,North
11,4,1,1,1,1,11,9,Stop,Stop,North,Stop,North
11,5,1,1,1,1,11,8,Stop,Stop,North,Stop,North
11,6,1,1,1,1,11,9,Stop,Stop,North,Stop,North
11,7,1,1,1,1,11,10,Stop,Stop,North,Stop,North
11,8,1,1,1,1,10,10,Stop,Stop,West,Stop,West
11,9,1,1,1,1,10,10,Stop,Stop,North,Stop,North
4,12,0,1,1,1,8,3,South,South,South,South,South
5,12,0,1,1,1,8,3,East,East,East,East,East
5,11,1,1,1,1,9,3,East,East,East,East,East
6,11,1,1,1,1,9,4,East,East,East,East,East
7,11,1,1,1,1,10,4,East,East,East,East,East
8,11,1,1,1,1,10,4,East,East,East,East,East
9,11,1,1,1,1,13,7,East,East,East,East,East
10,11,1,1,1,1,12,7,East,East,East,East,East
11,11,1,1,1,1,12,6,South,South,East,East,South
12,11,1,1,1,1,12,5,East,South,East,East,South
12,10,1,1,1,1,13,5,East,East,East,East,East
12,9,1,1,1,1,13,6,East,South,East,East,South
13,9,1,1,1,1,13,7,East,South,East,East,South
13,8,1,1,1,1,15,4,East,Stop,East,East,East
