@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R19-22,27-weka.filters.unsupervised.attribute.Remove-R3-6'

@attribute PacX numeric
@attribute PacY numeric
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute NextScore numeric

@data
6,8,1,1,6,6,5,1,7,1,-1,2,-1,-1,-1,0,605,604
5,8,1,1,6,6,5,1,7,1,-1,3,-1,-1,-1,0,604,603
5,9,1,1,6,6,5,1,7,1,-1,4,-1,-1,-1,0,603,602
5,9,1,1,7,6,5,1,7,1,-1,5,-1,-1,-1,0,602,601
4,9,1,1,7,5,5,1,7,1,-1,7,-1,-1,-1,0,601,600
3,9,1,1,7,6,5,1,7,1,-1,7,-1,-1,-1,0,600,599
2,9,1,1,6,6,5,1,7,1,-1,7,-1,-1,-1,0,599,598
1,9,1,1,6,5,5,1,7,1,-1,9,-1,-1,-1,0,598,597
1,8,1,1,7,5,5,1,7,1,-1,9,-1,-1,-1,0,597,596
1,7,1,1,7,6,5,1,7,1,-1,7,-1,-1,-1,0,596,595
1,6,1,1,7,5,5,1,7,1,-1,7,-1,-1,-1,0,595,594
1,5,1,1,7,6,5,1,7,1,-1,7,-1,-1,-1,0,594,593
1,4,1,1,7,5,5,1,7,1,-1,7,-1,-1,-1,0,593,592
1,3,1,1,7,6,5,1,7,1,-1,9,-1,-1,-1,0,592,591
2,3,1,1,8,6,5,1,7,1,-1,9,-1,-1,-1,0,591,590
3,3,1,1,7,6,5,1,7,1,-1,7,-1,-1,-1,0,590,589
4,3,1,1,7,6,5,1,7,1,-1,6,-1,-1,-1,0,589,588
5,3,1,1,6,6,5,1,7,1,-1,4,-1,-1,-1,0,588,587
6,3,1,1,6,6,5,1,7,1,-1,3,-1,-1,-1,0,587,586
7,3,1,1,6,6,5,1,7,1,-1,4,-1,-1,-1,0,586,585
8,3,1,1,6,6,5,1,7,1,-1,5,-1,-1,-1,0,585,584
9,3,1,1,5,6,5,1,7,1,-1,7,-1,-1,-1,0,584,583
10,3,1,1,6,6,5,1,7,1,-1,7,-1,-1,-1,0,583,582
11,3,1,1,6,7,5,1,7,1,-1,9,-1,-1,-1,0,582,581
12,3,1,1,6,7,5,1,7,1,-1,10,-1,-1,-1,0,581,580
13,3,1,1,5,7,5,1,7,1,-1,12,-1,-1,-1,0,580,579
14,3,1,1,5,8,5,1,7,1,-1,14,-1,-1,-1,0,579,578
15,3,1,1,6,8,5,1,7,1,-1,14,-1,-1,-1,0,578,577
16,3,1,1,6,9,5,1,7,1,-1,16,-1,-1,-1,0,577,576
17,3,1,1,6,10,5,1,7,1,-1,18,-1,-1,-1,0,576,575
18,3,1,1,6,9,5,1,7,1,-1,18,-1,-1,-1,0,575,574
18,3,1,1,5,9,5,1,7,1,-1,19,-1,-1,-1,0,574,573
18,3,1,1,6,9,5,1,7,1,-1,18,-1,-1,-1,0,573,572
18,3,1,1,6,10,5,1,7,1,-1,19,-1,-1,-1,0,572,571
18,3,1,1,6,10,5,1,7,1,-1,19,-1,-1,-1,0,571,570
18,4,1,1,6,11,5,1,7,1,-1,19,-1,-1,-1,0,570,569
18,5,1,1,5,11,5,1,7,1,-1,19,-1,-1,-1,0,569,568
18,6,1,1,5,11,5,1,7,1,-1,18,-1,-1,-1,0,568,567
17,6,1,1,4,11,5,1,7,1,-1,18,-1,-1,-1,0,567,566
16,6,1,1,4,11,5,1,7,1,-1,17,-1,-1,-1,0,566,565
15,6,1,1,3,11,5,1,7,1,-1,17,-1,-1,-1,0,565,564
15,7,1,1,3,11,5,1,7,1,-1,16,-1,-1,-1,0,564,563
15,8,1,1,3,11,5,1,7,1,-1,15,-1,-1,-1,0,563,562
15,9,1,1,2,11,5,1,7,1,-1,15,-1,-1,-1,0,562,561
15,10,1,1,3,11,5,1,7,1,-1,13,-1,-1,-1,0,561,560
15,11,1,1,2,11,5,1,7,1,-1,13,-1,-1,-1,0,560,559
15,12,1,1,1,11,5,1,7,1,-1,15,-1,-1,-1,0,559,558
15,13,1,1,1,11,5,1,7,1,-1,16,-1,-1,-1,0,558,557
15,14,1,1,1,12,5,1,7,1,-1,16,-1,-1,-1,0,557,556
15,14,1,1,1,11,5,1,7,1,-1,17,-1,-1,-1,0,556,555
14,14,1,1,1,12,5,1,7,1,-1,15,-1,-1,-1,0,555,554
13,14,1,1,1,12,5,1,7,1,-1,14,-1,-1,-1,0,554,553
12,14,1,1,1,13,5,1,7,1,-1,12,-1,-1,-1,0,553,552
11,14,1,1,1,13,5,1,7,1,-1,11,-1,-1,-1,0,552,551
10,14,1,1,1,12,5,1,7,1,-1,11,-1,-1,-1,0,551,550
9,14,1,1,1,13,5,1,7,1,-1,9,-1,-1,-1,0,550,549
8,14,1,1,1,13,5,1,7,1,-1,8,-1,-1,-1,0,549,548
9,14,1,1,1,14,5,1,7,1,-1,8,-1,-1,-1,0,548,547
10,14,1,1,1,14,5,1,7,1,-1,9,-1,-1,-1,0,547,546
10,13,1,1,2,14,5,1,7,1,-1,9,-1,-1,-1,0,546,545
10,12,1,1,2,14,5,1,7,1,-1,10,-1,-1,-1,0,545,544
10,11,1,1,3,14,5,1,7,1,-1,10,-1,-1,-1,0,544,543
9,11,1,1,4,14,5,1,7,1,-1,8,-1,-1,-1,0,543,542
8,11,1,1,4,13,5,1,7,1,-1,6,-1,-1,-1,0,542,541
8,10,1,1,3,13,5,1,7,1,-1,8,-1,-1,-1,0,541,540
8,9,1,1,3,12,5,1,7,1,-1,8,-1,-1,-1,0,540,539
7,9,1,1,3,13,5,1,7,1,-1,8,-1,-1,-1,0,539,538
6,9,1,1,3,13,5,1,7,1,-1,7,-1,-1,-1,0,538,537
5,9,1,1,2,13,5,1,7,1,-1,7,-1,-1,-1,0,537,536
4,9,1,1,2,12,5,1,7,1,-1,5,-1,-1,-1,0,536,535
3,9,1,1,2,11,5,1,7,1,-1,3,-1,-1,-1,0,535,534
2,9,1,1,3,11,5,1,7,1,-1,3,-1,-1,-1,0,534,533
1,9,1,1,3,12,5,1,7,1,-1,5,-1,-1,-1,0,533,532
1,9,1,1,3,11,5,1,7,1,-1,4,-1,-1,-1,0,532,531
1,8,1,1,4,11,5,1,7,1,-1,6,-1,-1,-1,0,531,530
1,7,1,1,3,11,5,1,7,1,-1,6,-1,-1,-1,0,530,529
2,7,1,1,2,11,5,1,7,1,-1,4,-1,-1,-1,0,529,528
3,7,1,1,2,12,5,1,7,1,-1,6,-1,-1,-1,0,528,527
4,7,1,1,2,13,5,1,7,1,-1,8,-1,-1,-1,0,527,526
5,7,1,1,2,12,5,1,7,1,-1,8,-1,-1,-1,0,526,525
6,7,1,1,1,12,5,1,7,1,-1,10,-1,-1,-1,0,525,524
6,8,1,1,2,12,5,1,7,1,-1,8,-1,-1,-1,0,524,523
6,9,1,1,3,12,5,1,7,1,-1,6,-1,-1,-1,0,523,522
6,10,1,1,4,12,5,1,7,1,-1,4,-1,-1,-1,0,522,521
6,11,1,1,4,13,5,1,7,1,-1,4,-1,-1,-1,0,521,520
7,11,1,1,5,13,5,1,7,1,-1,4,-1,-1,-1,0,520,519
8,11,1,1,4,13,5,1,7,1,-1,6,-1,-1,-1,0,519,518
8,12,1,1,4,12,5,1,7,1,-1,4,-1,-1,-1,0,518,517
8,13,1,1,4,11,5,1,7,1,-1,6,-1,-1,-1,0,517,516
8,14,1,1,3,11,5,1,7,1,-1,8,-1,-1,-1,0,516,515
8,14,1,1,3,12,5,1,7,1,-1,7,-1,-1,-1,0,515,514
8,14,1,1,3,12,5,1,7,1,-1,7,-1,-1,-1,0,514,513
7,14,1,1,3,12,5,1,7,1,-1,6,-1,-1,-1,0,513,512
6,14,1,1,4,12,5,1,7,1,-1,4,-1,-1,-1,0,512,511
12,10,5,6,5,12,13,6,13,12,11,9,5,3,7,1,0,-1
12,10,6,6,6,12,13,5,13,12,10,8,6,2,7,1,-1,-2
13,10,7,6,6,13,12,5,12,12,10,10,6,4,6,1,-2,-3
14,10,6,6,5,13,12,5,11,12,12,12,7,4,5,1,-3,-4
15,10,6,6,5,13,11,5,12,12,13,13,9,4,4,1,-4,-5
15,11,5,6,5,14,11,4,12,11,15,13,11,4,5,1,-5,-6
15,12,6,6,5,13,11,3,11,11,15,11,13,6,6,1,-6,-7
15,13,6,5,5,14,11,3,11,10,17,11,14,8,7,1,-7,-8
14,13,5,5,5,13,11,3,10,10,17,9,13,8,8,1,-8,-9
13,13,6,5,5,12,11,3,9,10,15,9,12,7,9,1,-9,-10
12,13,6,6,4,12,10,3,9,10,13,9,12,7,10,1,-10,-11
11,13,6,6,4,13,11,3,9,9,12,7,10,7,11,1,-11,-12
10,13,6,7,4,13,10,3,9,8,10,6,10,6,12,1,-12,-13
10,12,6,6,4,14,11,3,9,8,10,8,10,4,11,1,-13,-14
10,11,6,7,4,14,11,3,9,9,8,9,9,4,10,1,-14,-15
10,10,6,8,3,14,11,4,8,9,6,11,7,3,9,1,-15,-16
10,9,5,8,4,14,12,4,8,9,6,11,7,3,8,1,-16,-17
10,8,6,8,3,14,12,5,7,9,4,13,5,5,9,1,-17,-18
10,7,6,9,3,14,12,5,7,10,6,14,4,5,10,1,-18,-19
10,6,6,8,2,14,13,5,7,9,6,16,4,6,11,1,-19,-20
10,5,6,9,3,14,14,5,7,9,8,16,4,8,12,1,-20,-21
9,5,5,9,4,14,15,5,7,10,8,14,6,7,13,1,-21,-22
8,5,6,9,4,13,16,5,7,10,6,12,8,7,14,1,-22,-23
8,6,6,10,5,13,15,5,6,10,6,10,8,6,13,1,-23,-24
8,7,7,10,6,13,16,5,6,10,4,8,10,4,12,1,-24,-25
8,8,6,10,6,14,17,5,6,9,4,8,12,2,11,1,-25,-26
8,9,6,10,7,14,16,5,6,8,3,6,12,3,10,1,-26,-27
8,10,6,10,6,14,16,5,6,8,2,6,13,5,11,1,-27,-28
7,10,6,11,7,14,16,5,5,8,2,4,14,3,12,1,-28,-29
6,10,6,11,6,14,16,6,6,8,1,4,14,3,13,1,-29,-30
6,10,5,11,6,14,16,6,5,8,2,4,14,3,13,1,-30,169
6,11,1,1,5,14,16,6,5,8,-1,4,15,5,14,1,169,168
6,12,1,1,6,14,16,5,5,7,-1,2,17,7,15,1,168,167
6,13,1,1,7,14,15,5,5,6,-1,2,17,9,16,1,167,166
6,14,1,1,7,13,15,5,4,6,-1,2,18,11,17,1,166,165
6,14,1,1,7,12,15,4,3,6,-1,3,19,11,17,1,165,164
7,14,1,1,8,12,15,4,3,6,-1,3,18,11,16,1,164,163
8,14,1,1,8,13,15,5,4,6,-1,1,16,13,15,1,163,362
8,13,1,1,3,1,15,4,3,6,-1,-1,16,12,14,1,362,361
8,12,1,1,3,1,15,3,3,6,-1,-1,16,12,13,1,361,360
8,11,1,1,3,1,14,3,2,6,-1,-1,14,12,12,1,360,359
9,11,1,1,3,1,14,3,1,6,-1,-1,13,13,11,1,359,358
10,11,1,1,3,1,14,4,1,6,-1,-1,11,13,10,1,358,357
10,10,1,1,3,1,14,5,1,7,-1,-1,9,11,9,1,357,356
10,9,1,1,3,1,13,5,2,7,-1,-1,7,9,8,1,356,355
10,8,1,1,3,1,13,6,2,8,-1,-1,5,7,9,1,355,354
11,8,1,1,3,1,14,6,3,8,-1,-1,5,9,8,1,354,353
12,8,1,1,3,1,14,7,3,9,-1,-1,3,10,7,1,353,352
12,7,1,1,3,1,14,6,3,9,-1,-1,3,11,8,1,352,351
13,7,1,1,3,1,13,6,3,9,-1,-1,1,13,7,1,351,350
14,7,1,1,3,1,14,6,2,9,-1,-1,1,14,6,1,350,549
14,6,1,1,3,1,5,1,2,9,-1,-1,-1,14,7,1,549,548
14,5,1,1,3,1,5,1,3,9,-1,-1,-1,14,8,1,548,547
14,4,1,1,3,1,5,1,4,9,-1,-1,-1,15,9,1,547,546
14,3,1,1,3,1,5,1,4,9,-1,-1,-1,15,10,1,546,545
13,3,1,1,3,1,5,1,5,9,-1,-1,-1,15,11,1,545,544
12,3,1,1,3,1,5,1,4,9,-1,-1,-1,13,12,1,544,543
11,3,1,1,3,1,5,1,4,8,-1,-1,-1,13,13,1,543,542
11,4,1,1,3,1,5,1,3,8,-1,-1,-1,11,12,1,542,541
11,5,1,1,3,1,5,1,4,8,-1,-1,-1,11,11,1,541,540
11,6,1,1,3,1,5,1,4,9,-1,-1,-1,10,10,1,540,539
10,6,1,1,3,1,5,1,4,9,-1,-1,-1,9,11,1,539,538
9,6,1,1,3,1,5,1,4,9,-1,-1,-1,7,12,1,538,537
8,6,1,1,3,1,5,1,4,8,-1,-1,-1,6,13,1,537,536
7,6,1,1,3,1,5,1,4,8,-1,-1,-1,4,14,1,536,535
7,7,1,1,3,1,5,1,4,7,-1,-1,-1,2,13,1,535,534
6,7,1,1,3,1,5,1,5,7,-1,-1,-1,2,14,1,534,533
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,11,15,14,15,15,15,17,15,15,12,13,14,-1,0,-1,-2
14,3,10,15,14,16,14,15,16,15,16,13,12,15,-1,0,-2,-3
14,3,10,15,14,16,13,15,17,15,16,13,13,15,-1,0,-3,-4
14,3,10,15,14,16,13,15,17,15,16,13,13,14,-1,0,-4,-5
14,3,10,15,14,16,13,16,16,15,16,13,14,14,-1,0,-5,-6
15,3,10,15,14,15,13,15,16,15,17,13,14,14,-1,0,-6,-7
15,4,11,15,15,15,14,15,17,15,15,11,12,13,-1,0,-7,-8
15,5,11,15,14,15,13,15,17,15,14,11,12,12,-1,0,-8,-9
16,5,11,15,14,16,12,15,17,15,15,13,14,10,-1,0,-9,-10
17,5,11,15,14,15,11,15,16,15,16,13,16,10,-1,0,-10,-11
18,5,12,15,14,16,12,15,17,15,16,15,16,11,-1,0,-11,-12
18,6,13,15,14,17,13,15,17,15,14,15,14,10,-1,0,-12,-13
18,7,13,15,13,17,14,15,17,15,13,15,12,10,-1,0,-13,-14
18,8,14,15,13,17,13,15,16,15,11,14,12,10,-1,0,-14,-15
19,8,14,15,13,16,14,15,15,15,12,14,12,12,-1,0,-15,-16
20,8,14,16,13,16,15,15,14,15,14,15,12,14,-1,0,-16,-17
21,8,14,15,13,15,15,15,13,15,14,15,13,14,-1,0,-17,-18
21,9,13,15,14,15,15,15,14,15,14,13,12,14,-1,0,-18,-19
21,10,13,15,14,15,16,15,13,15,13,12,10,14,-1,0,-19,-20
21,11,12,15,13,15,16,15,13,16,13,12,9,14,-1,0,-20,-21
22,11,12,15,13,16,16,15,13,17,14,14,10,14,-1,0,-21,-22
23,11,13,15,13,17,16,15,14,17,14,16,11,15,-1,0,-22,-23
24,11,13,15,14,17,16,15,14,17,15,16,12,15,-1,0,-23,-24
25,11,14,15,14,16,15,15,15,17,15,16,14,16,-1,0,-24,-25
26,11,13,15,14,17,16,15,15,17,17,18,14,16,-1,0,-25,-26
26,10,13,15,13,17,16,15,16,17,18,20,15,18,-1,0,-26,-27
26,9,14,15,12,17,16,15,15,17,18,22,16,20,-1,0,-27,-28
26,8,15,15,12,17,16,15,14,17,18,23,17,21,-1,0,-28,-29
25,8,16,15,11,17,16,15,14,17,16,23,16,19,-1,0,-29,-30
26,8,17,15,12,17,16,15,15,17,16,23,17,21,-1,0,-30,-31
26,8,17,15,12,17,17,15,14,17,16,23,16,20,-1,0,-31,-32
26,9,16,15,12,18,16,15,14,16,16,23,16,20,-1,0,-32,-33
26,10,16,15,12,18,17,15,13,16,15,22,14,18,-1,0,-33,-34
26,11,16,15,12,17,17,15,14,16,14,20,13,17,-1,0,-34,-35
25,11,17,15,13,17,17,15,14,16,12,18,12,16,-1,0,-35,-36
24,11,16,15,14,17,16,15,14,16,12,16,12,15,-1,0,-36,-37
23,11,15,15,14,16,15,15,14,16,12,14,12,14,-1,0,-37,-38
22,11,15,15,13,16,15,15,14,16,11,14,11,14,-1,0,-38,-39
21,11,16,15,13,17,14,15,14,17,9,14,11,12,-1,0,-39,-40
21,12,15,15,12,17,14,16,14,16,9,14,11,12,-1,0,-40,-41
21,13,16,15,12,17,13,16,13,16,7,13,11,12,-1,0,-41,-42
21,14,16,15,13,17,13,16,13,17,6,11,10,12,-1,0,-42,-43
21,15,15,15,14,17,13,15,12,17,6,9,8,12,-1,0,-43,-44
20,15,16,15,15,17,12,15,11,17,4,7,8,11,-1,0,-44,-45
19,15,16,15,14,17,12,15,11,17,3,7,7,10,-1,0,-45,-46
19,16,15,15,13,17,12,15,11,17,5,7,8,8,-1,0,-46,-47
19,17,14,15,13,16,11,15,12,17,7,7,10,6,-1,0,-47,-48
18,17,13,15,13,16,10,15,13,17,7,6,10,4,-1,0,-48,-49
17,17,13,16,13,16,11,15,14,17,5,5,8,4,-1,0,-49,-50
16,17,13,15,14,16,10,15,13,17,5,3,8,4,-1,0,-50,-51
15,17,12,15,14,15,11,15,13,16,5,3,6,2,-1,0,-51,-52
14,17,13,15,14,16,10,15,13,17,3,1,6,1,-1,0,-52,147
13,17,14,15,14,16,10,15,7,1,3,2,5,-1,-1,0,147,346
13,16,14,15,3,1,11,15,7,1,2,-1,3,-1,-1,0,346,545
13,15,1,1,3,1,12,15,7,1,-1,-1,1,-1,-1,0,545,544
14,15,1,1,3,1,13,15,7,1,-1,-1,1,-1,-1,0,544,543
15,15,1,1,3,1,12,15,7,1,-1,-1,3,-1,-1,0,543,542
14,15,1,1,3,1,11,15,7,1,-1,-1,3,-1,-1,0,542,541
13,15,1,1,3,1,11,15,7,1,-1,-1,2,-1,-1,0,541,540
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,10,15,14,15,13,15,17,15,16,12,13,15,-1,0,-1,-2
14,3,10,15,14,15,13,16,17,15,16,12,14,15,-1,0,-2,-3
15,3,10,15,14,16,14,16,17,15,17,14,14,14,-1,0,-3,-4
15,4,10,15,14,16,14,16,17,15,16,13,13,13,-1,0,-4,-5
15,5,11,15,14,15,14,17,17,15,14,11,13,11,-1,0,-5,-6
16,5,10,15,14,15,14,16,16,15,16,12,13,11,-1,0,-6,-7
17,5,11,15,14,16,14,16,15,15,16,14,14,11,-1,0,-7,-8
18,5,12,15,14,17,14,16,16,15,16,16,15,11,-1,0,-8,-9
18,5,13,15,15,17,14,17,17,15,15,15,16,12,-1,0,-9,-10
18,6,13,16,14,17,15,17,16,15,15,15,14,10,-1,0,-10,-11
18,7,13,17,14,16,14,17,17,15,15,13,14,10,-1,0,-11,-12
18,8,13,16,14,16,13,17,16,15,13,12,14,8,-1,0,-12,-13
17,8,13,17,14,17,12,17,17,15,13,12,14,8,-1,0,-13,-14
16,8,13,17,14,17,12,18,16,15,12,11,14,8,-1,0,-14,-15
15,8,14,17,15,17,12,19,15,15,10,9,14,8,-1,0,-15,-16
14,8,14,16,14,17,12,20,14,15,8,9,14,8,-1,0,-16,-17
13,8,14,17,15,17,12,20,14,16,10,11,13,8,-1,0,-17,-18
12,8,14,17,15,17,12,20,14,15,11,12,12,10,-1,0,-18,-19
12,9,13,17,14,17,12,20,14,16,9,10,11,10,-1,0,-19,-20
12,10,14,17,13,17,11,20,14,17,9,8,11,9,-1,0,-20,-21
12,11,13,17,13,17,12,20,14,17,7,7,9,9,-1,0,-21,-22
11,11,14,17,12,17,11,20,15,17,9,7,9,11,-1,0,-22,-23
10,11,15,17,13,17,10,20,15,18,11,9,9,11,-1,0,-23,-24
9,11,15,17,13,17,9,20,15,17,12,10,9,12,-1,0,-24,-25
8,11,16,17,12,17,9,20,15,17,14,10,10,14,-1,0,-25,-26
8,12,16,17,11,17,9,21,16,17,13,8,10,14,-1,0,-26,-27
8,13,15,17,12,17,9,20,17,17,11,8,8,12,-1,0,-27,-28
8,14,14,17,12,17,10,20,16,17,9,7,8,11,-1,0,-28,-29
8,15,15,17,13,17,11,20,16,17,9,7,8,10,-1,0,-29,-30
7,15,15,18,14,17,11,20,16,17,11,9,9,12,-1,0,-30,-31
6,15,15,17,15,17,12,20,17,17,11,11,11,12,-1,0,-31,-32
6,16,15,18,15,18,12,20,16,17,11,11,10,10,-1,0,-32,-33
6,17,15,18,15,17,11,20,15,17,10,9,8,10,-1,0,-33,-34
6,18,15,18,16,17,11,20,15,18,9,11,7,10,-1,0,-34,-35
6,19,15,18,16,17,11,20,15,17,10,12,6,12,-1,0,-35,-36
6,18,15,17,17,17,11,20,16,17,10,12,7,12,-1,0,-36,-37
6,17,15,18,18,17,10,20,17,17,10,12,7,11,-1,0,-37,-38
6,16,15,18,17,17,10,20,17,17,11,12,8,13,-1,0,-38,-39
6,15,15,19,16,17,10,20,18,17,13,12,9,14,-1,0,-39,-40
5,15,15,19,17,17,11,20,18,17,14,14,11,15,-1,0,-40,-41
4,15,15,19,18,17,11,20,18,17,15,16,12,15,-1,0,-41,-42
3,15,15,19,18,17,12,20,17,17,16,17,14,16,-1,0,-42,-43
2,15,15,20,19,17,11,20,17,17,18,19,14,18,-1,0,-43,-44
1,15,16,20,19,16,10,20,18,17,20,19,14,20,-1,0,-44,-45
1,15,16,20,19,16,11,20,19,17,20,19,15,19,-1,0,-45,-46
2,15,17,20,19,17,11,20,18,17,20,19,14,18,-1,0,-46,-47
3,15,16,20,19,17,12,20,18,17,18,18,14,18,-1,0,-47,-48
4,15,16,20,18,17,12,20,19,17,17,16,13,16,-1,0,-48,-49
5,15,16,20,18,17,12,19,18,17,16,15,11,15,-1,0,-49,-50
6,15,15,20,18,17,12,20,18,17,14,14,11,15,-1,0,-50,-51
7,15,16,20,18,17,12,19,19,17,14,13,9,14,-1,0,-51,-52
8,15,15,20,17,17,12,18,19,17,12,11,7,13,-1,0,-52,-53
8,16,15,20,18,17,12,17,19,17,11,11,5,12,-1,0,-53,-54
8,17,16,20,19,17,11,17,19,17,11,11,3,10,-1,0,-54,-55
9,17,15,20,18,17,12,17,18,17,9,9,3,8,-1,0,-55,-56
10,17,15,19,19,17,12,17,17,17,7,9,2,8,-1,0,-56,-57
11,17,15,18,18,17,12,17,18,17,5,7,1,8,-1,0,-57,142
12,17,15,18,18,17,5,1,19,17,4,6,-1,6,-1,0,142,141
13,17,15,17,17,17,5,1,18,17,2,4,-1,6,-1,0,141,340
14,17,1,1,17,17,5,1,19,17,-1,3,-1,4,-1,0,340,339
15,17,1,1,16,17,5,1,18,17,-1,1,-1,2,-1,0,339,538
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,10,15,13,16,13,15,17,15,16,14,13,15,-1,0,-1,-2
14,3,10,15,13,16,12,15,17,15,16,14,14,14,-1,0,-2,-3
15,3,11,15,14,16,12,15,16,15,16,14,15,13,-1,0,-3,-4
16,3,11,15,14,15,11,15,16,15,17,14,17,13,-1,0,-4,-5
17,3,12,15,13,15,12,15,15,15,17,16,17,13,-1,0,-5,-6
18,3,12,15,13,15,12,15,16,15,18,17,18,13,-1,0,-6,-7
19,3,11,15,12,15,13,15,17,15,20,19,18,14,-1,0,-7,-8
20,3,10,15,11,15,13,16,17,15,22,21,20,15,-1,0,-8,-9
21,3,11,15,10,15,13,15,17,15,22,23,20,17,-1,0,-9,-10
22,3,11,15,11,15,13,15,16,15,23,23,21,19,-1,0,-10,-11
23,3,11,15,12,15,13,16,15,15,24,23,23,19,-1,0,-11,-12
24,3,11,15,13,15,13,17,16,15,25,23,25,20,-1,0,-12,-13
25,3,12,15,14,15,14,17,16,15,25,23,25,20,-1,0,-13,-14
26,3,12,15,14,16,14,16,17,15,26,25,25,22,-1,0,-14,-15
26,4,12,15,14,17,14,15,16,15,25,25,23,21,-1,0,-15,-16
26,5,13,15,14,16,13,15,16,15,23,23,23,21,-1,0,-16,-17
25,5,13,15,13,16,12,15,15,15,22,23,23,20,-1,0,-17,-18
24,5,13,16,13,15,13,15,15,15,22,21,21,19,-1,0,-18,-19
23,5,13,16,14,15,13,15,15,15,21,19,20,19,-1,0,-19,-20
22,5,13,16,14,15,12,15,14,15,20,18,20,19,-1,0,-20,-21
21,5,14,16,15,15,13,15,14,16,18,16,18,18,-1,0,-21,-22
21,6,14,16,16,15,13,16,14,16,17,14,18,18,-1,0,-22,-23
21,7,14,15,16,15,13,16,14,17,15,13,17,16,-1,0,-23,-24
21,8,14,16,15,15,13,15,14,16,15,13,15,14,-1,0,-24,-25
21,9,13,16,16,15,13,15,14,15,15,11,14,13,-1,0,-25,-26
21,10,14,16,17,15,13,16,14,15,13,9,14,13,-1,0,-26,-27
21,11,14,17,16,15,13,17,13,15,13,9,14,11,-1,0,-27,-28
21,12,15,17,16,15,13,17,14,15,11,8,13,10,-1,0,-28,-29
21,13,14,17,15,15,14,17,14,15,11,8,11,9,-1,0,-29,-30
21,14,14,16,16,15,14,16,14,15,9,6,9,8,-1,0,-30,-31
21,15,14,15,16,15,13,16,14,15,7,5,9,7,-1,0,-31,-32
20,15,15,15,16,15,13,15,14,15,5,4,7,7,-1,0,-32,-33
19,15,14,15,16,15,13,16,14,16,5,3,7,7,-1,0,-33,-34
19,16,14,16,17,15,13,16,14,17,5,3,6,5,-1,0,-34,-35
19,17,14,16,17,15,14,16,14,16,6,4,6,6,-1,0,-35,-36
18,17,13,16,16,15,14,15,14,16,6,4,6,5,-1,0,-36,-37
17,17,14,16,17,15,14,15,14,16,4,2,5,5,-1,0,-37,-38
16,17,13,16,17,15,13,15,14,15,4,3,5,5,-1,0,-38,-39
15,17,13,16,17,15,13,16,13,15,3,4,3,3,-1,0,-39,-40
14,17,14,16,17,15,13,15,13,16,1,5,3,2,-1,0,-40,-41
13,17,14,17,16,15,13,16,13,16,1,5,1,1,-1,0,-41,-42
12,17,14,17,16,15,13,16,13,16,2,6,2,1,-1,0,-42,-43
11,17,13,17,16,15,13,16,13,17,2,7,3,3,-1,0,-43,-44
12,17,14,17,16,15,13,16,14,17,2,6,2,2,-1,0,-44,155
13,17,14,17,15,15,14,16,14,17,1,4,2,-1,-1,0,155,554
14,17,1,1,14,15,5,1,7,1,-1,2,-1,-1,-1,0,554,553
15,17,1,1,15,15,5,1,7,1,-1,2,-1,-1,-1,0,553,552
16,17,1,1,15,15,5,1,7,1,-1,3,-1,-1,-1,0,552,551
17,17,1,1,16,15,5,1,7,1,-1,3,-1,-1,-1,0,551,550
18,17,1,1,16,15,5,1,7,1,-1,4,-1,-1,-1,0,550,549
17,17,1,1,17,15,5,1,7,1,-1,2,-1,-1,-1,0,549,548
16,17,1,1,16,15,5,1,7,1,-1,2,-1,-1,-1,0,548,547
15,17,1,1,16,15,5,1,7,1,-1,3,-1,-1,-1,0,547,546
14,17,1,1,17,15,5,1,7,1,-1,5,-1,-1,-1,0,546,545
14,16,1,1,17,15,5,1,7,1,-1,4,-1,-1,-1,0,545,544
14,15,1,1,17,15,5,1,7,1,-1,3,-1,-1,-1,0,544,543
13,15,1,1,17,15,5,1,7,1,-1,4,-1,-1,-1,0,543,542
12,15,1,1,17,15,5,1,7,1,-1,5,-1,-1,-1,0,542,541
11,15,1,1,17,15,5,1,7,1,-1,6,-1,-1,-1,0,541,540
10,15,1,1,16,15,5,1,7,1,-1,6,-1,-1,-1,0,540,539
11,15,1,1,17,15,5,1,7,1,-1,6,-1,-1,-1,0,539,538
12,15,1,1,16,15,5,1,7,1,-1,4,-1,-1,-1,0,538,537
13,15,1,1,16,15,5,1,7,1,-1,3,-1,-1,-1,0,537,536
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,11,15,13,15,15,15,17,15,15,13,13,14,-1,0,-1,-2
