@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Reorder-R1-25,27,26'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute Direction {North,South,East,West,Stop}
@attribute NextScore numeric

@data
8,12,1,1,0,0,16,17,11,17,9,21,16,17,13,8,10,14,West,East,South,West,-1,0,-26,North,-27
8,13,1,1,1,0,15,17,12,17,9,20,17,17,11,8,8,12,West,East,East,West,-1,0,-27,North,-28
8,14,1,1,0,0,14,17,12,17,10,20,16,17,9,7,8,11,East,East,East,West,-1,0,-28,West,-29
8,15,1,1,0,1,15,17,13,17,11,20,16,17,9,7,8,10,North,East,East,East,-1,0,-29,West,-30
7,15,0,0,1,1,15,18,14,17,11,20,16,17,11,9,9,12,South,East,East,West,-1,0,-30,North,-31
6,15,1,1,1,1,15,17,15,17,12,20,17,17,11,11,11,12,North,North,East,West,-1,0,-31,North,-32
6,16,1,1,0,0,15,18,15,18,12,20,16,17,11,11,10,10,North,South,West,North,-1,0,-32,North,-33
6,17,1,1,0,0,15,18,15,17,11,20,15,17,10,9,8,10,North,East,West,South,-1,0,-33,North,-34
6,18,1,1,0,0,15,18,16,17,11,20,15,18,9,11,7,10,North,East,West,East,-1,0,-34,South,-35
6,19,1,1,0,0,15,18,16,17,11,20,15,17,10,12,6,12,South,East,West,East,-1,0,-35,South,-36
6,18,1,1,0,0,15,17,17,17,11,20,16,17,10,12,7,12,North,East,West,East,-1,0,-36,South,-37
6,17,1,1,0,0,15,18,18,17,10,20,17,17,10,12,7,11,North,West,West,East,-1,0,-37,South,-38
6,16,1,1,0,0,15,18,17,17,10,20,17,17,11,12,8,13,North,West,West,East,-1,0,-38,West,-39
6,15,1,1,1,1,15,19,16,17,10,20,18,17,13,12,9,14,North,East,East,East,-1,0,-39,West,-40
5,15,0,0,1,1,15,19,17,17,11,20,18,17,14,14,11,15,North,East,East,West,-1,0,-40,West,-41
4,15,0,0,1,1,15,19,18,17,11,20,18,17,15,16,12,15,North,East,East,West,-1,0,-41,West,-42
3,15,0,0,1,1,15,19,18,17,12,20,17,17,16,17,14,16,North,East,West,East,-1,0,-42,West,-43
2,15,0,0,1,1,15,20,19,17,11,20,17,17,18,19,14,18,East,South,West,East,-1,0,-43,Stop,-44
1,15,0,0,1,0,16,20,19,16,10,20,18,17,20,19,14,20,East,South,East,West,-1,0,-44,East,-45
1,15,0,0,1,0,16,20,19,16,11,20,19,17,20,19,15,19,East,North,East,West,-1,0,-45,East,-46
2,15,0,0,1,1,17,20,19,17,11,20,18,17,20,19,14,18,West,North,East,East,-1,0,-46,East,-47
3,15,0,0,1,1,16,20,19,17,12,20,18,17,18,18,14,18,West,West,East,West,-1,0,-47,East,-48
4,15,0,0,1,1,16,20,18,17,12,20,19,17,17,16,13,16,West,West,South,West,-1,0,-48,East,-49
5,15,0,0,1,1,16,20,18,17,12,19,18,17,16,15,11,15,West,West,North,East,-1,0,-49,East,-50
6,15,1,1,1,1,15,20,18,17,12,20,18,17,14,14,11,15,East,West,South,East,-1,0,-50,East,-51
7,15,0,0,1,1,16,20,18,17,12,19,19,17,14,13,9,14,West,West,South,East,-1,0,-51,North,-52
8,15,1,1,0,1,15,20,17,17,12,18,19,17,12,11,7,13,West,East,South,East,-1,0,-52,North,-53
8,16,1,1,0,0,15,20,18,17,12,17,19,17,11,11,5,12,East,East,West,West,-1,0,-53,East,-54
8,17,0,1,1,0,16,20,19,17,11,17,19,17,11,11,3,10,West,West,East,West,-1,0,-54,East,-55
9,17,0,0,1,1,15,20,18,17,12,17,18,17,9,9,3,8,South,East,East,East,-1,0,-55,East,-56
10,17,0,0,1,1,15,19,19,17,12,17,17,17,7,9,2,8,South,West,Stop,East,-1,0,-56,East,-57
11,17,0,0,1,1,15,18,18,17,12,17,18,17,5,7,1,8,South,West,Stop,West,-1,0,-57,East,142
12,17,1,0,1,1,15,18,18,17,5,1,19,17,4,6,-1,6,South,West,Stop,East,-1,0,142,East,141
13,17,0,1,1,1,15,17,17,17,5,1,18,17,2,4,-1,6,Stop,West,Stop,West,-1,0,141,East,340
14,17,0,1,1,1,1,1,17,17,5,1,19,17,-1,3,-1,4,Stop,Stop,Stop,West,-1,0,340,East,339
15,17,1,0,1,1,1,1,16,17,5,1,18,17,-1,1,-1,2,Stop,Stop,Stop,East,-1,0,339,East,538
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,North,West,Stop,-1,0,0,Stop,-1
14,3,0,0,1,1,10,15,13,16,13,15,17,15,16,14,13,15,Stop,North,West,West,-1,0,-1,East,-2
14,3,0,0,1,1,10,15,13,16,12,15,17,15,16,14,14,14,East,East,West,West,-1,0,-2,East,-3
15,3,1,0,1,1,11,15,14,16,12,15,16,15,16,14,15,13,East,South,West,West,-1,0,-3,East,-4
16,3,0,0,1,1,11,15,14,15,11,15,16,15,17,14,17,13,East,West,East,East,-1,0,-4,East,-5
17,3,0,0,1,1,12,15,13,15,12,15,15,15,17,16,17,13,East,West,East,East,-1,0,-5,East,-6
18,3,0,0,1,1,12,15,13,15,12,15,16,15,18,17,18,13,West,West,East,East,-1,0,-6,East,-7
19,3,0,0,1,1,11,15,12,15,13,15,17,15,20,19,18,14,West,West,North,East,-1,0,-7,East,-8
20,3,0,0,1,1,10,15,11,15,13,16,17,15,22,21,20,15,East,West,South,West,-1,0,-8,East,-9
21,3,0,0,1,1,11,15,10,15,13,15,17,15,22,23,20,17,East,East,South,West,-1,0,-9,East,-10
22,3,0,0,1,1,11,15,11,15,13,15,16,15,23,23,21,19,East,East,North,East,-1,0,-10,East,-11
23,3,0,0,1,1,11,15,12,15,13,16,15,15,24,23,23,19,East,East,North,East,-1,0,-11,East,-12
24,3,0,0,1,1,11,15,13,15,13,17,16,15,25,23,25,20,East,East,East,East,-1,0,-12,East,-13
25,3,0,0,1,1,12,15,14,15,14,17,16,15,25,23,25,20,East,North,South,West,-1,0,-13,North,-14
26,3,1,0,0,1,12,15,14,16,14,16,17,15,26,25,25,22,East,North,South,West,-1,0,-14,North,-15
26,4,1,1,0,0,12,15,14,17,14,15,16,15,25,25,23,21,East,South,West,West,-1,0,-15,West,-16
26,5,0,1,0,1,13,15,14,16,13,15,16,15,23,23,23,21,East,West,West,West,-1,0,-16,West,-17
25,5,0,0,1,1,13,15,13,16,12,15,15,15,22,23,23,20,North,South,East,West,-1,0,-17,West,-18
24,5,1,0,1,1,13,16,13,15,13,15,15,15,22,21,21,19,North,East,East,West,-1,0,-18,West,-19
23,5,0,0,1,1,13,16,14,15,13,15,15,15,21,19,20,19,North,East,West,North,-1,0,-19,West,-20
22,5,0,0,1,1,13,16,14,15,12,15,14,15,20,18,20,19,East,East,East,North,-1,0,-20,North,-21
21,5,1,0,1,0,14,16,15,15,13,15,14,16,18,16,18,18,East,East,North,North,-1,0,-21,North,-22
21,6,1,1,0,0,14,16,16,15,13,16,14,16,17,14,18,18,South,East,North,South,-1,0,-22,North,-23
21,7,1,1,0,0,14,15,16,15,13,16,14,17,15,13,17,16,North,West,South,South,-1,0,-23,North,-24
21,8,1,1,0,1,14,16,15,15,13,15,14,16,15,13,15,14,West,East,South,South,-1,0,-24,North,-25
21,9,1,1,0,0,13,16,16,15,13,15,14,15,15,11,14,13,East,East,North,West,-1,0,-25,North,-26
21,10,1,1,0,0,14,16,17,15,13,16,14,15,13,9,14,13,North,West,North,East,-1,0,-26,North,-27
21,11,1,1,1,1,14,17,16,15,13,17,13,15,13,9,14,11,East,West,North,East,-1,0,-27,North,-28
21,12,1,1,0,0,15,17,16,15,13,17,14,15,11,8,13,10,West,West,East,East,-1,0,-28,North,-29
21,13,1,1,0,0,14,17,15,15,14,17,14,15,11,8,11,9,South,East,South,East,-1,0,-29,North,-30
21,14,1,1,0,0,14,16,16,15,14,16,14,15,9,6,9,8,South,East,West,East,-1,0,-30,West,-31
21,15,1,1,1,1,14,15,16,15,13,16,14,15,7,5,9,7,East,East,South,North,-1,0,-31,West,-32
20,15,0,0,1,1,15,15,16,15,13,15,14,15,5,4,7,7,West,East,North,North,-1,0,-32,North,-33
19,15,1,1,1,0,14,15,16,15,13,16,14,16,5,3,7,7,North,East,North,South,-1,0,-33,North,-34
19,16,1,1,0,0,14,16,17,15,13,16,14,17,5,3,6,5,North,East,East,South,-1,0,-34,West,-35
19,17,0,1,0,1,14,16,17,15,14,16,14,16,6,4,6,6,West,West,South,South,-1,0,-35,West,-36
18,17,0,0,1,1,13,16,16,15,14,15,14,16,6,4,6,5,East,East,South,South,-1,0,-36,West,-37
17,17,0,0,1,1,14,16,17,15,14,15,14,16,4,2,5,5,West,East,West,West,-1,0,-37,West,-38
16,17,0,0,1,1,13,16,17,15,13,15,14,15,4,3,5,5,West,East,North,North,-1,0,-38,West,-39
15,17,1,0,1,1,13,16,17,15,13,16,13,15,3,4,3,3,East,East,South,North,-1,0,-39,West,-40
14,17,0,1,1,1,14,16,17,15,13,15,13,16,1,5,3,2,North,West,North,North,-1,0,-40,West,-41
13,17,0,1,1,1,14,17,16,15,13,16,13,16,1,5,1,1,North,West,North,North,-1,0,-41,West,-42
12,17,1,0,1,1,14,17,16,15,13,16,13,16,2,6,2,1,West,West,North,East,-1,0,-42,East,-43
11,17,0,0,1,1,13,17,16,15,13,16,13,17,2,7,3,3,East,West,North,East,-1,0,-43,East,-44
12,17,1,0,1,1,14,17,16,15,13,16,14,17,2,6,2,2,Stop,West,East,Stop,-1,0,-44,East,155
13,17,0,1,1,1,14,17,15,15,14,16,14,17,1,4,2,-1,Stop,West,Stop,Stop,-1,0,155,East,554
14,17,0,1,1,1,1,1,14,15,5,1,7,1,-1,2,-1,-1,Stop,East,Stop,Stop,-1,0,554,East,553
15,17,1,0,1,1,1,1,15,15,5,1,7,1,-1,2,-1,-1,Stop,East,Stop,Stop,-1,0,553,East,552
16,17,0,0,1,1,1,1,15,15,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,-1,0,552,East,551
17,17,0,0,1,1,1,1,16,15,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,-1,0,551,West,550
18,17,0,0,1,1,1,1,16,15,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,-1,0,550,West,549
17,17,0,0,1,1,1,1,17,15,5,1,7,1,-1,2,-1,-1,Stop,West,Stop,Stop,-1,0,549,West,548
16,17,0,0,1,1,1,1,16,15,5,1,7,1,-1,2,-1,-1,Stop,West,Stop,Stop,-1,0,548,West,547
15,17,1,0,1,1,1,1,16,15,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,-1,0,547,South,546
14,17,0,1,1,1,1,1,17,15,5,1,7,1,-1,5,-1,-1,Stop,East,Stop,Stop,-1,0,546,South,545
14,16,1,1,0,1,1,1,17,15,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,-1,0,545,West,544
14,15,1,0,1,1,1,1,17,15,5,1,7,1,-1,3,-1,-1,Stop,East,Stop,Stop,-1,0,544,West,543
13,15,1,0,1,1,1,1,17,15,5,1,7,1,-1,4,-1,-1,Stop,East,Stop,Stop,-1,0,543,West,542
12,15,0,0,1,1,1,1,17,15,5,1,7,1,-1,5,-1,-1,Stop,East,Stop,Stop,-1,0,542,West,541
11,15,0,0,1,1,1,1,17,15,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,-1,0,541,East,540
10,15,0,0,1,0,1,1,16,15,5,1,7,1,-1,6,-1,-1,Stop,East,Stop,Stop,-1,0,540,East,539
11,15,0,0,1,1,1,1,17,15,5,1,7,1,-1,6,-1,-1,Stop,West,Stop,Stop,-1,0,539,East,538
12,15,0,0,1,1,1,1,16,15,5,1,7,1,-1,4,-1,-1,Stop,West,Stop,Stop,-1,0,538,East,537
13,15,1,0,1,1,1,1,16,15,5,1,7,1,-1,3,-1,-1,Stop,West,Stop,Stop,-1,0,537,East,536
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,East,Stop,East,West,-1,0,0,West,-1
14,3,0,0,1,1,11,15,13,15,15,15,17,15,15,13,13,14,East,East,East,East,-1,0,-1,West,-2
13,3,0,0,1,1,12,15,14,15,16,15,16,15,13,13,15,16,West,East,East,West,-1,0,-2,North,-3
12,3,1,0,1,1,11,15,15,15,17,15,17,15,13,15,17,16,West,West,East,East,-1,0,-3,North,-4
12,4,1,1,0,0,11,15,14,15,17,15,16,15,12,13,16,16,West,West,West,West,-1,0,-4,West,-5
12,5,0,1,0,1,10,15,13,15,16,15,17,15,12,11,14,14,East,East,West,West,-1,0,-5,West,-6
11,5,0,0,1,1,11,15,14,15,15,15,16,15,10,13,14,15,East,North,East,West,-1,0,-6,West,-7
10,5,0,0,1,1,12,15,14,16,16,15,16,15,12,15,16,16,East,North,West,West,-1,0,-7,North,-8
9,5,1,0,1,0,12,15,14,16,15,15,16,15,13,16,16,17,East,South,West,East,-1,0,-8,North,-9
9,6,1,1,0,0,12,15,14,15,14,15,16,15,12,14,14,17,East,West,West,West,-1,0,-9,North,-10
9,7,1,1,0,0,12,15,13,15,13,15,17,15,11,12,12,15,West,East,East,West,-1,0,-10,East,-11
9,8,0,1,1,1,11,15,14,15,14,15,16,15,9,12,12,13,East,East,West,East,-1,0,-11,East,-12
10,8,0,0,1,1,12,15,15,15,13,15,15,15,9,12,10,13,East,West,North,East,-1,0,-12,East,-13
11,8,0,0,1,1,13,15,14,15,13,16,16,15,9,10,10,12,West,East,East,East,-1,0,-13,North,-14
12,8,1,0,1,1,12,15,15,15,14,16,16,15,7,10,10,12,West,East,North,West,-1,0,-14,North,-15
12,9,1,1,0,0,11,15,15,15,14,17,17,15,7,9,10,10,West,East,South,West,-1,0,-15,North,-16
12,10,1,1,0,0,11,15,16,15,14,16,16,15,6,9,8,8,East,East,South,West,-1,0,-16,West,-17
12,11,0,1,0,1,12,15,17,15,14,15,15,15,4,9,6,7,West,West,East,West,-1,0,-17,West,-18
11,11,0,0,1,1,11,15,16,15,15,15,15,15,4,9,8,7,West,West,West,West,-1,0,-18,West,-19
10,11,0,0,1,1,11,15,15,15,14,15,14,15,5,9,8,7,West,West,West,North,-1,0,-19,West,-20
9,11,0,0,1,1,10,15,15,15,13,15,13,15,5,10,8,9,East,West,East,East,-1,0,-20,North,-21
8,11,1,0,1,1,11,15,15,15,14,15,13,16,7,11,10,11,West,East,East,East,-1,0,-21,North,-22
8,12,1,1,0,0,10,15,16,15,14,15,14,16,5,11,9,10,East,East,East,South,-1,0,-22,North,-23
8,13,1,1,1,0,11,15,16,15,14,15,14,16,5,10,8,8,East,East,East,West,-1,0,-23,North,-24
8,14,1,1,0,0,11,15,17,15,14,15,14,15,4,10,7,6,East,East,East,East,-1,0,-24,North,-25
8,15,1,1,0,1,11,15,17,15,15,15,13,15,3,9,7,6,West,West,East,East,-1,0,-25,North,-26
8,16,1,1,0,0,10,15,16,15,15,15,14,15,3,9,8,8,West,West,East,East,-1,0,-26,East,-27
8,17,0,1,1,0,10,15,16,15,16,15,15,15,4,10,10,10,West,East,East,East,-1,0,-27,East,-28
9,17,0,0,1,1,10,15,17,15,17,15,16,15,3,10,10,9,West,West,East,East,-1,0,-28,East,-29
10,17,0,0,1,1,10,15,16,15,17,15,16,15,2,8,9,9,West,West,East,East,-1,0,-29,East,-30
11,17,0,0,1,1,10,15,15,15,17,15,17,15,3,6,8,8,East,East,West,East,-1,0,-30,East,-31
12,17,1,0,1,1,11,15,16,15,16,15,17,15,3,6,6,7,West,East,West,East,-1,0,-31,South,-32
13,17,0,1,1,1,10,15,16,15,16,15,17,15,5,5,5,6,East,East,West,West,-1,0,-32,South,-33
13,16,1,1,1,0,11,15,17,15,15,15,17,15,3,5,3,4,West,West,West,East,-1,0,-33,West,-34
13,15,1,0,1,1,10,15,16,15,15,15,16,15,3,3,2,4,West,West,West,East,-1,0,-34,East,-35
12,15,0,0,1,1,10,15,16,15,15,15,17,15,2,4,3,5,West,West,Stop,West,-1,0,-35,East,-36
13,15,1,0,1,1,10,15,16,15,14,15,17,15,3,3,1,3,West,Stop,Stop,Stop,-1,0,-36,East,163
14,15,1,0,1,1,10,15,15,15,5,1,16,15,4,1,-1,1,West,Stop,Stop,Stop,-1,0,163,West,562
15,15,0,0,1,1,10,15,3,1,5,1,7,1,5,-1,-1,-1,East,Stop,Stop,Stop,-1,0,562,West,561
14,15,1,0,1,1,11,15,3,1,5,1,7,1,3,-1,-1,-1,West,Stop,Stop,Stop,-1,0,561,West,560
13,15,1,0,1,1,10,15,3,1,5,1,7,1,3,-1,-1,-1,Stop,Stop,Stop,Stop,-1,0,560,West,559
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,0,Stop,-1
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,-1,West,-2
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,-2,West,-3
13,3,0,0,1,1,10,15,13,15,14,15,17,15,15,12,13,16,Stop,Stop,Stop,Stop,-1,0,-3,North,-4
12,3,1,0,1,1,10,15,13,15,14,15,17,15,14,13,14,17,Stop,Stop,Stop,Stop,-1,0,-4,North,-5
12,4,1,1,0,0,10,15,13,15,14,15,17,15,13,12,13,16,Stop,Stop,Stop,Stop,-1,0,-5,West,-6
12,5,0,1,0,1,10,15,13,15,14,15,17,15,12,11,12,15,Stop,Stop,Stop,Stop,-1,0,-6,West,-7
11,5,0,0,1,1,10,15,13,15,14,15,17,15,11,12,13,16,Stop,Stop,Stop,Stop,-1,0,-7,West,-8
10,5,0,0,1,1,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,-1,0,-8,North,-9
9,5,1,0,1,0,10,15,13,15,14,15,17,15,11,14,15,18,Stop,Stop,Stop,Stop,-1,0,-9,North,-10
9,6,1,1,0,0,10,15,13,15,14,15,17,15,10,13,14,17,Stop,Stop,Stop,Stop,-1,0,-10,North,-11
9,7,1,1,0,0,10,15,13,15,14,15,17,15,9,12,13,16,Stop,Stop,Stop,Stop,-1,0,-11,East,-12
9,8,0,1,1,1,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,-1,0,-12,East,-13
10,8,0,0,1,1,10,15,13,15,14,15,17,15,7,10,11,14,Stop,Stop,Stop,Stop,-1,0,-13,East,-14
11,8,0,0,1,1,10,15,13,15,14,15,17,15,8,9,10,13,Stop,Stop,Stop,Stop,-1,0,-14,North,-15
12,8,1,0,1,1,10,15,13,15,14,15,17,15,9,8,9,12,Stop,Stop,Stop,Stop,-1,0,-15,North,-16
12,9,1,1,0,0,10,15,13,15,14,15,17,15,8,7,8,11,Stop,Stop,Stop,Stop,-1,0,-16,North,-17
12,10,1,1,0,0,10,15,13,15,14,15,17,15,7,6,7,10,Stop,Stop,Stop,Stop,-1,0,-17,West,-18
12,11,0,1,0,1,10,15,13,15,14,15,17,15,6,5,6,9,Stop,Stop,Stop,Stop,-1,0,-18,West,-19
11,11,0,0,1,1,10,15,13,15,14,15,17,15,5,6,7,10,Stop,Stop,Stop,Stop,-1,0,-19,West,-20
10,11,0,0,1,1,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,-1,0,-20,West,-21
9,11,0,0,1,1,10,15,13,15,14,15,17,15,5,8,9,12,Stop,Stop,Stop,Stop,-1,0,-21,North,-22
8,11,1,0,1,1,10,15,13,15,14,15,17,15,6,9,10,13,Stop,Stop,Stop,Stop,-1,0,-22,North,-23
8,12,1,1,0,0,10,15,13,15,14,15,17,15,5,8,9,12,Stop,Stop,Stop,Stop,-1,0,-23,North,-24
8,13,1,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,-1,0,-24,North,-25
8,14,1,1,0,0,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,-1,0,-25,North,-26
8,15,1,1,0,1,10,15,13,15,14,15,17,15,2,5,6,9,Stop,Stop,Stop,Stop,-1,0,-26,North,-27
8,16,1,1,0,0,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,-1,0,-27,Stop,-28
8,17,0,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,-1,0,-28,East,-29
8,17,0,1,1,0,10,15,13,15,14,15,17,15,4,7,8,11,Stop,Stop,Stop,Stop,-1,0,-29,East,-30
9,17,0,0,1,1,10,15,13,15,14,15,17,15,3,6,7,10,Stop,Stop,Stop,Stop,-1,0,-30,East,-31
10,17,0,0,1,1,10,15,13,15,14,15,17,15,2,5,6,9,Stop,Stop,Stop,Stop,-1,0,-31,East,-32
11,17,0,0,1,1,10,15,13,15,14,15,17,15,3,4,5,8,Stop,Stop,Stop,Stop,-1,0,-32,North,-33
12,17,1,0,1,1,10,15,13,15,14,15,17,15,4,3,4,7,Stop,Stop,Stop,Stop,-1,0,-33,North,-34
12,18,1,1,0,0,10,15,13,15,14,15,17,15,5,4,5,8,Stop,Stop,Stop,Stop,-1,0,-34,North,-35
12,19,1,1,0,0,10,15,13,15,14,15,17,15,6,5,6,9,Stop,Stop,Stop,Stop,-1,0,-35,West,-36
12,20,0,1,0,1,10,15,13,15,14,15,17,15,7,6,7,10,Stop,Stop,Stop,Stop,-1,0,-36,West,-37
11,20,0,0,1,1,10,15,13,15,14,15,17,15,6,7,8,11,Stop,Stop,Stop,Stop,-1,0,-37,West,-38
10,20,0,0,1,1,10,15,13,15,14,15,17,15,5,8,9,12,Stop,Stop,Stop,Stop,-1,0,-38,North,-39
9,20,1,0,1,0,10,15,13,15,14,15,17,15,6,9,10,13,Stop,Stop,Stop,Stop,-1,0,-39,North,-40
9,21,1,1,0,0,10,15,13,15,14,15,17,15,7,10,11,14,Stop,Stop,Stop,Stop,-1,0,-40,North,-41
9,22,1,1,0,0,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,-1,0,-41,East,-42
9,23,0,1,1,1,10,15,13,15,14,15,17,15,9,12,13,16,Stop,Stop,Stop,Stop,-1,0,-42,East,-43
10,23,0,0,1,1,10,15,13,15,14,15,17,15,8,11,12,15,Stop,Stop,Stop,Stop,-1,0,-43,East,-44
11,23,0,0,1,1,10,15,13,15,14,15,17,15,9,10,11,14,Stop,Stop,Stop,Stop,-1,0,-44,East,-45
12,23,1,0,1,1,10,15,13,15,14,15,17,15,10,9,10,13,Stop,Stop,Stop,Stop,-1,0,-45,East,-46
13,23,0,0,1,1,10,15,13,15,14,15,17,15,11,8,9,12,Stop,Stop,Stop,Stop,-1,0,-46,East,-47
14,23,0,0,1,1,10,15,13,15,14,15,17,15,12,9,8,11,Stop,Stop,Stop,Stop,-1,0,-47,East,-48
15,23,1,0,1,1,10,15,13,15,14,15,17,15,13,10,9,10,Stop,Stop,Stop,Stop,-1,0,-48,East,-49
16,23,0,0,1,1,10,15,13,15,14,15,17,15,14,11,10,9,Stop,Stop,Stop,Stop,-1,0,-49,East,-50
17,23,0,0,1,1,10,15,13,15,14,15,17,15,15,12,11,8,Stop,Stop,Stop,Stop,-1,0,-50,South,-51
18,23,0,1,1,1,10,15,13,15,14,15,17,15,16,13,12,9,Stop,Stop,Stop,Stop,-1,0,-51,South,-52
18,22,1,1,0,0,10,15,13,15,14,15,17,15,15,12,11,8,Stop,Stop,Stop,Stop,-1,0,-52,South,-53
18,21,1,1,0,0,10,15,13,15,14,15,17,15,14,11,10,7,Stop,Stop,Stop,Stop,-1,0,-53,West,-54
18,20,1,0,0,1,10,15,13,15,14,15,17,15,13,10,9,6,Stop,Stop,Stop,Stop,-1,0,-54,West,-55
17,20,0,0,1,1,10,15,13,15,14,15,17,15,12,9,8,5,Stop,Stop,Stop,Stop,-1,0,-55,West,-56
16,20,0,0,1,1,10,15,13,15,14,15,17,15,11,8,7,6,Stop,Stop,Stop,Stop,-1,0,-56,South,-57
15,20,0,1,1,0,10,15,13,15,14,15,17,15,10,7,6,7,Stop,Stop,Stop,Stop,-1,0,-57,South,-58
15,19,1,1,0,0,10,15,13,15,14,15,17,15,9,6,5,6,Stop,Stop,Stop,Stop,-1,0,-58,South,-59
15,18,1,1,0,0,10,15,13,15,14,15,17,15,8,5,4,5,Stop,Stop,Stop,Stop,-1,0,-59,Stop,-60
15,17,1,0,1,1,10,15,13,15,14,15,17,15,7,4,3,4,Stop,Stop,Stop,Stop,-1,0,-60,Stop,-61
15,17,1,0,1,1,10,15,13,15,14,15,17,15,7,4,3,4,Stop,Stop,Stop,Stop,-1,0,-61,West,-62
15,17,1,0,1,1,10,15,13,15,14,15,17,15,7,4,3,4,Stop,Stop,Stop,Stop,-1,0,-62,South,-63
14,17,0,1,1,1,10,15,13,15,14,15,17,15,6,3,2,5,Stop,Stop,Stop,Stop,-1,0,-63,South,-64
14,16,1,1,0,1,10,15,13,15,14,15,17,15,5,2,1,4,Stop,Stop,Stop,Stop,-1,0,-64,East,135
14,15,1,0,1,1,10,15,13,15,5,1,17,15,4,1,-1,3,Stop,Stop,Stop,Stop,-1,0,135,East,134
15,15,0,0,1,1,10,15,13,15,5,1,17,15,5,2,-1,2,Stop,Stop,Stop,Stop,-1,0,134,East,133
16,15,0,0,1,1,10,15,13,15,5,1,17,15,6,3,-1,1,Stop,Stop,Stop,Stop,-1,0,133,West,332
17,15,0,0,0,1,10,15,13,15,5,1,7,1,7,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,332,West,331
16,15,0,0,1,1,10,15,13,15,5,1,7,1,6,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,331,West,330
15,15,0,0,1,1,10,15,13,15,5,1,7,1,5,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,330,West,329
14,15,1,0,1,1,10,15,13,15,5,1,7,1,4,1,-1,-1,Stop,Stop,Stop,Stop,-1,0,329,West,528
13,15,1,0,1,1,10,15,3,1,5,1,7,1,3,-1,-1,-1,Stop,Stop,Stop,Stop,-1,0,528,West,527
12,15,0,0,1,1,10,15,3,1,5,1,7,1,2,-1,-1,-1,Stop,Stop,Stop,Stop,-1,0,527,West,526
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,0,West,-1
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,-1,West,-2
13,3,0,0,1,1,10,15,13,15,14,15,17,15,15,12,13,16,Stop,Stop,Stop,Stop,-1,0,-2,North,-3
12,3,1,0,1,1,10,15,13,15,14,15,17,15,14,13,14,17,Stop,Stop,Stop,Stop,-1,0,-3,North,-4
12,4,1,1,0,0,10,15,13,15,14,15,17,15,13,12,13,16,Stop,Stop,Stop,Stop,-1,0,-4,West,-5
12,5,0,1,0,1,10,15,13,15,14,15,17,15,12,11,12,15,Stop,Stop,Stop,Stop,-1,0,-5,West,-6
11,5,0,0,1,1,10,15,13,15,14,15,17,15,11,12,13,16,Stop,Stop,Stop,Stop,-1,0,-6,West,-7
