@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Reorder-R1-25,27,26'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute Direction {North,South,East,West,Stop}
@attribute NextScore numeric

@data
6,11,1,1,1,1,15,15,11,15,13,15,12,15,13,9,11,11,West,West,West,West,-1,0,-26,North,-27
6,12,1,1,0,0,14,15,10,15,12,15,13,15,11,7,9,9,North,East,West,West,-1,0,-27,North,-28
6,13,1,1,0,0,14,16,11,15,12,15,12,15,11,7,8,8,South,East,West,West,-1,0,-28,North,-29
6,14,1,1,0,0,14,15,12,15,11,15,12,15,9,7,6,6,North,East,East,West,-1,0,-29,East,-30
6,15,1,1,1,1,14,16,13,15,12,15,11,15,9,7,6,4,North,East,West,East,-1,0,-30,East,-31
7,15,0,0,1,1,14,16,14,15,11,15,10,15,8,7,4,4,North,East,West,East,-1,0,-31,North,-32
8,15,1,1,0,1,14,17,14,15,11,15,11,15,8,6,3,3,North,North,East,East,-1,0,-32,North,-33
8,16,1,1,0,0,14,17,14,16,12,15,11,15,7,6,5,4,North,South,East,East,-1,0,-33,East,-34
8,17,0,1,1,0,14,17,14,15,13,15,11,15,6,8,7,5,North,South,West,East,-1,0,-34,East,-35
9,17,0,0,1,1,14,17,14,15,12,15,11,15,5,7,5,4,North,East,East,West,-1,0,-35,East,-36
10,17,0,0,1,1,14,17,15,15,13,15,11,15,4,7,5,2,South,East,East,West,-1,0,-36,East,-37
11,17,0,0,1,1,14,16,16,15,14,15,10,15,4,7,5,3,South,East,East,East,-1,0,-37,East,-38
12,17,1,0,1,1,14,16,16,15,14,15,10,15,3,6,4,3,Stop,West,East,East,-1,0,-38,East,-39
13,17,0,1,1,1,14,17,15,15,14,15,11,15,1,4,3,3,Stop,West,Stop,West,-1,0,-39,South,160
14,17,0,1,1,1,1,1,14,15,14,16,12,15,-1,2,1,5,Stop,Stop,Stop,West,-1,0,160,West,559
14,16,1,1,0,1,1,1,3,1,5,1,11,15,-1,-1,-1,5,Stop,Stop,Stop,East,-1,0,559,South,558
13,16,1,1,1,0,1,1,3,1,5,1,10,15,-1,-1,-1,3,Stop,Stop,Stop,Stop,-1,0,558,West,557
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,East,Stop,West,-1,0,0,East,-1
13,3,0,0,1,1,10,15,14,15,14,15,17,15,15,13,13,15,East,East,North,East,-1,0,-1,East,-2
14,3,0,0,1,1,11,15,15,15,14,16,16,15,15,13,13,15,East,East,West,West,-1,0,-2,North,-3
15,3,1,0,1,1,11,15,15,15,13,16,17,15,16,12,15,13,West,East,North,East,-1,0,-3,North,-4
15,4,1,1,0,0,10,15,16,15,13,17,16,15,16,12,15,13,West,East,South,East,-1,0,-4,East,-5
15,5,0,1,1,0,10,15,16,15,13,16,17,15,15,11,13,12,East,East,East,East,-1,0,-5,East,-6
16,5,0,0,1,1,11,15,16,15,14,16,17,15,15,10,13,11,East,West,West,East,-1,0,-6,East,-7
17,5,0,0,1,1,12,15,15,15,13,16,17,15,15,12,15,10,West,West,South,West,-1,0,-7,North,-8
18,5,1,0,0,1,11,15,14,15,13,15,17,15,17,14,15,12,West,North,South,East,-1,0,-8,North,-9
18,6,1,1,0,0,10,15,14,16,13,15,16,15,17,14,14,10,West,North,East,West,-1,0,-9,North,-10
18,7,1,1,0,0,10,15,14,17,14,15,17,15,16,14,12,10,East,West,West,West,-1,0,-10,West,-11
18,8,0,1,1,1,11,15,13,17,13,15,16,15,14,14,12,9,East,West,West,East,-1,0,-11,West,-12
17,8,0,0,1,1,11,15,13,17,12,15,16,15,13,13,12,7,West,South,West,East,-1,0,-12,West,-13
16,8,0,0,1,1,10,15,13,16,11,15,17,15,13,11,12,8,East,East,West,West,-1,0,-13,West,-14
15,8,1,0,1,1,11,15,14,16,11,15,17,15,11,9,11,8,East,North,West,West,-1,0,-14,West,-15
14,8,0,0,1,1,11,15,14,17,11,15,16,15,10,9,10,9,East,North,East,East,-1,0,-15,West,-16
13,8,0,0,1,1,11,15,14,17,12,15,16,15,9,10,8,11,East,West,East,East,-1,0,-16,North,-17
12,8,1,0,1,1,12,15,13,17,12,15,17,15,7,10,7,12,West,East,East,West,-1,0,-17,North,-18
12,9,1,1,0,0,11,15,14,17,13,15,17,15,7,10,7,10,East,East,West,West,-1,0,-18,North,-19
12,10,1,1,0,0,12,15,15,17,12,15,16,15,5,10,5,8,East,East,West,East,-1,0,-19,West,-20
12,11,0,1,0,1,12,15,16,17,12,15,15,15,4,10,4,8,East,West,West,West,-1,0,-20,West,-21
11,11,0,0,1,1,12,15,15,17,11,15,16,15,5,10,4,8,East,West,West,West,-1,0,-21,West,-22
10,11,0,0,1,1,12,15,14,17,10,15,15,15,6,10,4,9,East,South,West,West,-1,0,-22,West,-23
9,11,0,0,1,1,12,15,14,16,10,15,15,15,7,10,5,9,West,South,East,East,-1,0,-23,North,-24
8,11,1,0,1,1,11,15,14,15,11,15,14,15,7,10,7,11,West,South,West,East,-1,0,-24,North,-25
8,12,1,1,0,0,10,15,14,15,10,15,15,15,5,9,5,11,East,West,West,West,-1,0,-25,East,-26
8,13,1,1,1,0,11,15,13,15,10,15,16,15,5,7,4,9,East,East,West,West,-1,0,-26,East,-27
9,13,0,0,1,1,11,15,14,15,10,15,15,15,4,7,3,8,West,North,East,West,-1,0,-27,East,-28
10,13,0,0,1,1,10,15,14,16,11,15,15,15,2,7,3,6,East,North,East,West,-1,0,-28,East,-29
11,13,0,0,1,1,11,15,14,16,11,15,14,15,2,6,2,4,East,North,East,North,-1,0,-29,East,-30
12,13,0,0,1,1,11,15,14,17,11,15,13,15,3,6,3,4,East,South,West,South,-1,0,-30,East,-31
13,13,0,0,1,1,12,15,14,16,10,15,13,16,3,4,5,2,East,South,East,South,-1,0,-31,West,-32
14,13,0,0,1,1,13,15,14,15,11,15,13,15,3,2,5,3,North,West,East,North,-1,0,-32,West,-33
13,13,0,0,1,1,13,16,13,15,11,15,13,15,3,2,4,3,South,East,East,North,-1,0,-33,West,-34
12,13,0,0,1,1,13,15,14,15,12,15,13,16,3,4,2,5,North,East,East,West,-1,0,-34,West,-35
11,13,0,0,1,1,13,16,14,15,12,15,13,17,5,5,3,5,East,West,East,North,-1,0,-35,West,-36
10,13,0,0,1,1,14,16,13,15,13,15,12,17,7,5,5,7,West,West,West,North,-1,0,-36,West,-37
9,13,0,0,1,1,13,16,13,15,12,15,12,18,7,6,5,9,North,East,West,North,-1,0,-37,North,-38
8,13,1,1,1,0,13,17,14,15,11,15,12,19,9,8,5,11,South,North,West,North,-1,0,-38,North,-39
8,14,1,1,0,0,13,16,14,16,11,15,12,20,7,8,4,10,East,North,East,West,-1,0,-39,North,-40
8,15,1,1,0,1,14,16,14,17,12,15,12,20,7,8,4,8,South,East,East,West,-1,0,-40,North,-41
8,16,1,1,0,0,14,15,15,17,13,15,11,20,7,8,6,6,East,North,East,West,-1,0,-41,East,-42
8,17,0,1,1,0,15,15,15,18,13,15,10,20,9,8,7,4,East,North,East,North,-1,0,-42,East,-43
9,17,0,0,1,1,16,15,15,18,14,15,9,20,9,7,7,4,East,South,East,North,-1,0,-43,East,-44
10,17,0,0,1,1,16,15,15,17,15,15,9,21,8,5,7,6,East,North,West,South,-1,0,-44,East,-45
11,17,0,0,1,1,16,15,15,18,14,15,9,22,7,5,5,6,West,North,West,South,-1,0,-45,East,-46
12,17,1,0,1,1,15,15,15,19,13,15,9,21,5,5,3,7,West,South,North,North,-1,0,-46,East,-47
13,17,0,1,1,1,14,15,15,18,13,16,9,21,3,3,1,9,North,South,East,North,-1,0,-47,East,-48
14,17,0,1,1,1,14,16,15,18,14,16,9,22,1,2,1,11,West,Stop,Stop,West,-1,0,-48,West,151
15,17,1,0,1,1,13,16,3,1,14,17,9,23,3,-1,1,13,South,Stop,Stop,East,-1,0,151,West,350
14,17,0,1,1,1,13,15,3,1,5,1,8,23,3,-1,-1,11,South,Stop,Stop,South,-1,0,350,South,349
13,17,0,1,1,1,13,15,3,1,5,1,9,23,2,-1,-1,9,East,Stop,Stop,South,-1,0,349,East,348
13,16,1,1,1,0,14,15,3,1,5,1,9,22,2,-1,-1,10,Stop,Stop,Stop,South,-1,0,348,South,347
14,16,1,1,0,1,14,15,3,1,5,1,9,22,1,-1,-1,10,Stop,Stop,Stop,South,-1,0,347,West,546
14,15,1,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,11,Stop,Stop,Stop,South,-1,0,546,West,545
13,15,1,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,South,-1,0,545,West,544
12,15,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,8,Stop,Stop,Stop,East,-1,0,544,West,543
11,15,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,6,Stop,Stop,Stop,West,-1,0,543,East,542
10,15,0,0,1,0,1,1,3,1,5,1,10,20,-1,-1,-1,6,Stop,Stop,Stop,North,-1,0,542,East,541
11,15,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,8,Stop,Stop,Stop,North,-1,0,541,East,540
12,15,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,North,-1,0,540,North,539
13,15,1,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,10,Stop,Stop,Stop,North,-1,0,539,North,538
13,16,1,1,1,0,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,North,-1,0,538,West,537
13,17,0,1,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,North,-1,0,537,West,536
12,17,1,0,1,1,1,1,3,1,5,1,9,22,-1,-1,-1,9,Stop,Stop,Stop,North,-1,0,536,West,535
11,17,0,0,1,1,1,1,3,1,5,1,9,23,-1,-1,-1,8,Stop,Stop,Stop,North,-1,0,535,West,534
10,17,0,0,1,1,1,1,3,1,5,1,9,23,-1,-1,-1,7,Stop,Stop,Stop,East,-1,0,534,West,533
9,17,0,0,1,1,1,1,3,1,5,1,9,23,-1,-1,-1,7,Stop,Stop,Stop,West,-1,0,533,South,532
8,17,0,1,1,0,1,1,3,1,5,1,10,23,-1,-1,-1,7,Stop,Stop,Stop,South,-1,0,532,South,531
8,16,1,1,0,0,1,1,3,1,5,1,9,23,-1,-1,-1,7,Stop,Stop,Stop,South,-1,0,531,West,530
8,15,1,1,0,1,1,1,3,1,5,1,9,22,-1,-1,-1,7,Stop,Stop,Stop,South,-1,0,530,West,529
7,15,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,8,Stop,Stop,Stop,South,-1,0,529,North,528
6,15,1,1,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,8,Stop,Stop,Stop,East,-1,0,528,North,527
6,16,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,8,Stop,Stop,Stop,West,-1,0,527,North,526
6,17,1,1,0,0,1,1,3,1,5,1,10,20,-1,-1,-1,6,Stop,Stop,Stop,West,-1,0,526,North,525
6,18,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,5,Stop,Stop,Stop,West,-1,0,525,North,524
6,19,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,4,Stop,Stop,Stop,West,-1,0,524,South,523
6,20,1,1,0,1,1,1,3,1,5,1,9,20,-1,-1,-1,3,Stop,Stop,Stop,North,-1,0,523,South,522
6,19,1,1,0,0,1,1,3,1,5,1,9,20,-1,-1,-1,5,Stop,Stop,Stop,North,-1,0,522,South,521
6,18,1,1,0,0,1,1,3,1,5,1,9,21,-1,-1,-1,7,Stop,Stop,Stop,South,-1,0,521,South,520
6,17,1,1,0,0,1,1,3,1,5,1,9,22,-1,-1,-1,7,Stop,Stop,Stop,North,-1,0,520,South,519
6,16,1,1,0,0,1,1,3,1,5,1,9,21,-1,-1,-1,9,Stop,Stop,Stop,South,-1,0,519,East,518
6,15,1,1,1,1,1,1,3,1,5,1,9,22,-1,-1,-1,9,Stop,Stop,Stop,South,-1,0,518,East,517
7,15,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,7,Stop,Stop,Stop,East,-1,0,517,North,516
8,15,1,1,0,1,1,1,3,1,5,1,9,20,-1,-1,-1,7,Stop,Stop,Stop,West,-1,0,516,North,515
8,16,1,1,0,0,1,1,3,1,5,1,10,20,-1,-1,-1,5,Stop,Stop,Stop,West,-1,0,515,East,514
8,17,0,1,1,0,1,1,3,1,5,1,9,20,-1,-1,-1,4,Stop,Stop,Stop,North,-1,0,514,East,513
9,17,0,0,1,1,1,1,3,1,5,1,9,20,-1,-1,-1,4,Stop,Stop,Stop,North,-1,0,513,East,512
10,17,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,5,Stop,Stop,Stop,North,-1,0,512,East,511
11,17,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,7,Stop,Stop,Stop,North,-1,0,511,North,510
12,17,1,0,1,1,1,1,3,1,5,1,9,22,-1,-1,-1,8,Stop,Stop,Stop,South,-1,0,510,North,509
12,18,1,1,0,0,1,1,3,1,5,1,9,22,-1,-1,-1,6,Stop,Stop,Stop,North,-1,0,509,North,508
12,19,1,1,0,0,1,1,3,1,5,1,9,21,-1,-1,-1,6,Stop,Stop,Stop,South,-1,0,508,West,507
12,20,0,1,0,1,1,1,3,1,5,1,9,22,-1,-1,-1,4,Stop,Stop,Stop,South,-1,0,507,West,506
11,20,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,3,Stop,Stop,Stop,South,-1,0,506,West,505
10,20,0,0,1,1,1,1,3,1,5,1,9,21,-1,-1,-1,2,Stop,Stop,Stop,Stop,-1,0,505,North,504
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,West,North,Stop,-1,0,0,West,-1
13,3,0,0,1,1,10,15,12,15,14,16,17,15,15,13,14,16,Stop,West,South,West,-1,0,-1,West,-2
12,3,1,0,1,1,10,15,11,15,14,15,17,15,14,13,14,16,East,East,North,West,-1,0,-2,East,-3
11,3,0,0,1,1,11,15,12,15,14,16,16,15,12,13,16,17,East,East,South,West,-1,0,-3,North,-4
12,3,1,0,1,1,12,15,12,15,14,15,16,15,12,12,14,16,West,East,North,West,-1,0,-4,North,-5
12,4,1,1,0,0,11,15,12,15,14,16,16,15,12,11,14,14,West,East,North,East,-1,0,-5,West,-6
12,5,0,1,0,1,11,15,12,15,14,16,15,15,11,10,13,14,West,East,South,East,-1,0,-6,West,-7
11,5,0,0,1,1,11,15,12,15,14,15,16,15,10,11,13,15,East,East,North,East,-1,0,-7,West,-8
10,5,0,0,1,1,12,15,13,15,14,16,16,15,12,13,15,16,West,West,West,West,-1,0,-8,North,-9
9,5,1,0,1,0,11,15,12,15,13,16,16,15,12,13,15,16,West,East,South,West,-1,0,-9,North,-10
9,6,1,1,0,0,10,15,13,15,13,15,15,15,10,13,13,15,West,West,West,West,-1,0,-10,North,-11
9,7,1,1,0,0,10,15,12,15,12,15,15,15,9,11,11,13,East,West,East,East,-1,0,-11,East,-12
9,8,0,1,1,1,11,15,12,15,13,15,14,15,9,10,11,13,East,West,North,West,-1,0,-12,East,-13
10,8,0,0,1,1,11,15,11,15,13,16,15,15,8,8,11,11,East,West,South,North,-1,0,-13,East,-14
11,8,0,0,1,1,12,15,11,15,13,15,14,15,8,7,9,11,East,West,South,North,-1,0,-14,North,-15
12,8,1,0,1,1,13,15,10,15,13,15,14,16,8,9,8,10,North,East,East,South,-1,0,-15,North,-16
12,9,1,1,0,0,13,16,11,15,14,15,14,16,8,7,8,8,North,East,West,North,-1,0,-16,North,-17
12,10,1,1,0,0,13,17,12,15,13,15,14,15,8,5,6,8,South,East,North,West,-1,0,-17,West,-18
12,11,0,1,0,1,13,16,13,15,13,16,14,16,6,5,6,6,North,North,East,East,-1,0,-18,West,-19
11,11,0,0,1,1,13,17,13,16,14,16,13,16,8,7,8,8,East,East,West,West,-1,0,-19,West,-20
10,11,0,0,1,1,14,17,14,16,13,16,14,16,10,9,8,8,East,East,North,North,-1,0,-20,West,-21
9,11,0,0,1,1,14,17,14,16,13,17,13,16,11,10,10,10,West,West,West,South,-1,0,-21,West,-22
8,11,1,0,1,1,13,17,13,16,12,17,13,17,11,10,10,10,South,North,West,East,-1,0,-22,West,-23
7,11,0,0,1,1,13,16,13,17,11,17,13,16,11,12,10,12,South,North,West,South,-1,0,-23,North,-24
6,11,1,1,1,1,13,16,13,17,10,17,14,16,12,13,10,12,North,West,West,West,-1,0,-24,North,-25
6,12,1,1,0,0,13,17,12,17,9,17,14,15,12,11,8,10,North,West,East,West,-1,0,-25,North,-26
6,13,1,1,0,0,13,17,12,17,10,17,13,15,11,10,8,9,North,West,East,West,-1,0,-26,North,-27
6,14,1,1,0,0,13,17,11,17,10,17,13,15,10,8,7,7,West,West,West,East,-1,0,-27,East,-28
6,15,1,1,1,1,12,17,10,17,9,17,12,15,8,6,5,7,West,West,West,East,-1,0,-28,East,-29
7,15,0,0,1,1,11,17,10,17,8,17,13,15,6,5,3,7,West,West,West,North,-1,0,-29,North,-30
8,15,1,1,0,1,10,17,9,17,8,17,14,15,4,3,2,7,West,West,Stop,South,-1,0,-30,North,169
8,16,1,1,0,0,10,17,9,17,5,1,14,16,3,2,-1,7,West,East,Stop,South,-1,0,169,East,168
8,17,0,1,1,0,10,17,10,17,5,1,14,15,2,2,-1,8,Stop,Stop,Stop,North,-1,0,168,East,367
9,17,0,0,1,1,1,1,10,17,5,1,14,15,-1,1,-1,6,Stop,Stop,Stop,North,-1,0,367,East,566
10,17,0,0,1,1,1,1,3,1,5,1,14,16,-1,-1,-1,5,Stop,Stop,Stop,West,-1,0,566,East,565
11,17,0,0,1,1,1,1,3,1,5,1,14,16,-1,-1,-1,3,Stop,Stop,Stop,South,-1,0,565,East,564
12,17,1,0,1,1,1,1,3,1,5,1,13,16,-1,-1,-1,3,Stop,Stop,Stop,Stop,-1,0,564,South,563
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,West,East,West,-1,0,0,North,-1
15,3,1,0,1,1,10,15,12,15,15,15,17,15,17,15,12,13,Stop,East,East,West,-1,0,-1,North,-2
15,4,1,1,0,0,10,15,13,15,15,15,16,15,16,13,11,12,Stop,East,East,East,-1,0,-2,East,-3
15,5,0,1,1,0,10,15,13,15,16,15,16,15,15,12,11,12,Stop,East,East,East,-1,0,-3,East,-4
16,5,0,0,1,1,10,15,13,15,16,15,17,15,16,13,10,11,Stop,North,East,East,-1,0,-4,East,-5
17,5,0,0,1,1,10,15,13,16,16,15,17,15,17,15,11,10,East,South,East,West,-1,0,-5,North,-6
18,5,1,0,0,1,11,15,13,15,17,15,17,15,17,15,11,12,East,South,West,West,-1,0,-6,North,-7
18,6,1,1,0,0,11,15,13,15,16,15,16,15,16,14,11,12,East,South,West,West,-1,0,-7,North,-8
18,7,1,1,0,0,12,15,13,15,15,15,15,15,14,13,11,11,East,South,West,East,-1,0,-8,West,-9
18,8,0,1,1,1,12,15,13,15,15,15,15,15,13,12,10,9,West,South,East,East,-1,0,-9,West,-10
17,8,0,0,1,1,11,15,13,15,16,15,16,15,13,11,8,8,West,East,East,East,-1,0,-10,East,-11
16,8,0,0,1,1,11,15,14,15,17,15,16,15,12,9,8,7,West,North,East,East,-1,0,-11,East,-12
17,8,0,0,1,1,10,15,14,16,17,15,16,15,14,11,7,8,West,North,West,West,-1,0,-12,East,-13
18,8,0,1,1,1,10,15,14,16,16,15,16,15,15,12,9,10,West,North,West,East,-1,0,-13,East,-14
19,8,0,0,1,1,10,15,14,16,15,15,15,15,16,13,11,10,West,North,West,West,-1,0,-14,East,-15
20,8,0,0,1,1,10,15,14,16,15,15,16,15,17,14,12,12,East,North,East,West,-1,0,-15,North,-16
21,8,1,1,0,1,11,15,14,16,16,15,15,15,17,15,12,14,West,North,West,North,-1,0,-16,North,-17
21,9,1,1,0,0,10,15,14,16,15,15,14,15,17,14,12,14,West,South,East,South,-1,0,-17,North,-18
21,10,1,1,0,0,10,15,14,15,16,15,14,16,16,12,10,12,West,East,West,South,-1,0,-18,West,-19
21,11,1,1,1,1,10,15,15,15,15,15,14,15,15,10,10,11,West,West,West,East,-1,0,-19,West,-20
20,11,0,0,1,1,10,15,14,15,15,15,14,15,14,10,9,9,West,West,West,West,-1,0,-20,West,-21
19,11,1,0,1,1,10,15,13,15,15,15,15,15,13,10,8,9,West,North,West,North,-1,0,-21,West,-22
18,11,0,0,1,1,10,15,13,16,14,15,14,15,12,10,8,9,West,North,West,North,-1,0,-22,West,-23
17,11,0,0,1,1,10,15,13,17,13,15,14,16,11,10,8,9,East,North,North,North,-1,0,-23,West,-24
16,11,0,0,1,1,11,15,13,17,13,16,14,17,9,9,8,8,East,North,North,West,-1,0,-24,East,-25
15,11,0,1,1,0,11,15,13,17,13,16,14,17,8,8,7,8,East,South,East,West,-1,0,-25,East,-26
16,11,0,0,1,1,11,15,13,16,14,16,13,17,9,8,7,10,East,South,South,West,-1,0,-26,East,-27
17,11,0,0,1,1,12,15,13,15,14,15,12,17,9,8,7,12,East,North,North,West,-1,0,-27,East,-28
18,11,0,0,1,1,12,15,13,16,14,16,11,17,10,10,9,13,East,North,West,West,-1,0,-28,North,-29
19,11,1,0,1,1,12,15,13,16,13,16,11,17,11,11,11,15,East,East,East,West,-1,0,-29,North,-30
19,12,1,1,0,0,12,15,14,16,14,16,10,17,10,9,9,15,East,North,South,West,-1,0,-30,West,-31
19,13,1,1,0,1,12,15,14,17,14,15,9,17,9,9,7,15,East,South,West,West,-1,0,-31,West,-32
18,13,0,0,1,1,12,15,14,16,13,15,8,17,8,7,7,14,West,South,North,East,-1,0,-32,West,-33
17,13,0,0,1,1,11,15,14,15,13,16,8,17,8,5,7,12,West,East,North,East,-1,0,-33,West,-34
16,13,0,0,1,1,11,15,15,15,13,17,9,17,7,3,7,10,West,East,South,East,-1,0,-34,West,-35
15,13,0,0,1,1,10,15,15,15,13,16,10,17,7,2,5,9,East,East,North,East,-1,0,-35,West,-36
14,13,0,0,1,1,11,15,15,15,13,17,10,17,5,3,5,8,East,East,West,West,-1,0,-36,West,-37
13,13,0,0,1,1,12,15,16,15,12,17,10,17,3,5,5,8,East,East,North,West,-1,0,-37,West,-38
12,13,0,0,1,1,12,15,16,15,12,18,9,17,2,6,5,7,East,East,North,West,-1,0,-38,West,-39
11,13,0,0,1,1,12,15,16,15,12,19,9,17,3,7,7,6,East,East,North,East,-1,0,-39,West,-40
10,13,0,0,1,1,13,15,16,15,12,20,9,17,5,8,9,4,East,West,South,East,-1,0,-40,West,-41
9,13,0,0,1,1,14,15,15,15,12,19,10,17,7,8,9,5,West,East,South,West,-1,0,-41,North,-42
8,13,1,1,1,0,13,15,16,15,12,19,10,17,7,10,10,5,East,West,South,East,-1,0,-42,North,-43
8,14,1,1,0,0,14,15,15,15,12,18,9,17,7,8,8,5,West,East,North,East,-1,0,-43,North,-44
8,15,1,1,0,1,13,15,16,15,12,19,10,17,5,8,8,4,East,East,North,West,-1,0,-44,North,-45
8,16,1,1,0,0,14,15,16,15,12,19,10,17,7,9,7,2,West,East,North,East,-1,0,-45,East,-46
8,17,0,1,1,0,13,15,17,15,12,19,9,17,7,11,6,2,North,East,South,Stop,-1,0,-46,East,-47
9,17,0,0,1,1,13,16,17,15,12,18,10,17,5,10,4,1,North,East,South,Stop,-1,0,-47,East,152
10,17,0,0,1,1,13,16,17,15,12,18,7,1,4,9,3,-1,South,West,North,Stop,-1,0,152,East,151
11,17,0,0,1,1,13,15,16,15,12,19,7,1,4,7,3,-1,West,West,North,Stop,-1,0,151,North,150
12,17,1,0,1,1,12,15,15,15,12,19,7,1,2,5,2,-1,West,West,Stop,Stop,-1,0,150,North,149
12,18,1,1,0,0,12,15,14,15,12,19,7,1,3,5,1,-1,East,West,Stop,Stop,-1,0,149,South,348
12,19,1,1,0,0,13,15,13,15,5,1,7,1,5,5,-1,-1,East,West,Stop,Stop,-1,0,348,South,347
12,18,1,1,0,0,14,15,13,15,5,1,7,1,5,4,-1,-1,West,West,Stop,Stop,-1,0,347,East,346
12,17,1,0,1,1,13,15,13,15,5,1,7,1,3,3,-1,-1,West,West,Stop,Stop,-1,0,346,West,345
13,17,0,1,1,1,12,15,13,15,5,1,7,1,3,2,-1,-1,East,East,Stop,Stop,-1,0,345,East,344
12,17,1,0,1,1,13,15,14,15,5,1,7,1,3,4,-1,-1,East,East,Stop,Stop,-1,0,344,South,343
13,17,0,1,1,1,13,15,14,15,5,1,7,1,2,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,343,South,342
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,0,East,-1
13,3,0,0,1,1,10,15,13,15,14,15,17,15,15,12,13,16,Stop,Stop,Stop,Stop,-1,0,-1,East,-2
14,3,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,15,Stop,Stop,Stop,Stop,-1,0,-2,North,-3
15,3,1,0,1,1,10,15,13,15,14,15,17,15,17,14,13,14,Stop,Stop,Stop,Stop,-1,0,-3,North,-4
15,4,1,1,0,0,10,15,13,15,14,15,17,15,16,13,12,13,Stop,Stop,Stop,Stop,-1,0,-4,East,-5
15,5,0,1,1,0,10,15,13,15,14,15,17,15,15,12,11,12,Stop,Stop,Stop,Stop,-1,0,-5,East,-6
16,5,0,0,1,1,10,15,13,15,14,15,17,15,16,13,12,11,Stop,Stop,Stop,Stop,-1,0,-6,East,-7
17,5,0,0,1,1,10,15,13,15,14,15,17,15,17,14,13,10,Stop,Stop,Stop,Stop,-1,0,-7,North,-8
18,5,1,0,0,1,10,15,13,15,14,15,17,15,18,15,14,11,Stop,Stop,Stop,Stop,-1,0,-8,North,-9
18,6,1,1,0,0,10,15,13,15,14,15,17,15,17,14,13,10,Stop,Stop,Stop,Stop,-1,0,-9,North,-10
18,7,1,1,0,0,10,15,13,15,14,15,17,15,16,13,12,9,Stop,Stop,Stop,Stop,-1,0,-10,West,-11
18,8,0,1,1,1,10,15,13,15,14,15,17,15,15,12,11,8,Stop,Stop,Stop,Stop,-1,0,-11,West,-12
17,8,0,0,1,1,10,15,13,15,14,15,17,15,14,11,10,7,Stop,Stop,Stop,Stop,-1,0,-12,West,-13
16,8,0,0,1,1,10,15,13,15,14,15,17,15,13,10,9,8,Stop,Stop,Stop,Stop,-1,0,-13,West,-14
15,8,1,0,1,1,10,15,13,15,14,15,17,15,12,9,8,9,Stop,Stop,Stop,Stop,-1,0,-14,West,-15
14,8,0,0,1,1,10,15,13,15,14,15,17,15,11,8,7,10,Stop,Stop,Stop,Stop,-1,0,-15,West,-16
13,8,0,0,1,1,10,15,13,15,14,15,17,15,10,7,8,11,Stop,Stop,Stop,Stop,-1,0,-16,North,-17
12,8,1,0,1,1,10,15,13,15,14,15,17,15,9,8,9,12,Stop,Stop,Stop,Stop,-1,0,-17,North,-18
