@relation training_tutorial1.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute NextScore numeric
@attribute Direction {North,South,East,West,Stop}

@data
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,South
13,9,1,1,1,1,5,6,5,12,13,6,13,12,11,11,3,3,Stop,Stop,Stop,Stop,5,1,-2,-3,South
13,8,1,1,1,1,5,6,5,12,13,6,13,12,10,12,2,4,Stop,Stop,Stop,Stop,6,1,-3,-4,South
13,7,1,1,1,1,5,6,5,12,13,6,13,12,9,13,1,5,Stop,Stop,Stop,Stop,7,1,-4,195,West
13,6,1,1,1,1,5,6,5,12,5,1,13,12,8,14,-1,6,Stop,Stop,Stop,Stop,8,1,195,194,West
12,6,1,1,1,1,5,6,5,12,5,1,13,12,7,13,-1,7,Stop,Stop,Stop,Stop,9,1,194,193,West
11,6,1,1,1,1,5,6,5,12,5,1,13,12,6,12,-1,8,Stop,Stop,Stop,Stop,10,1,193,192,West
10,6,1,1,1,1,5,6,5,12,5,1,13,12,5,11,-1,9,Stop,Stop,Stop,Stop,11,1,192,191,West
9,6,1,1,1,1,5,6,5,12,5,1,13,12,4,10,-1,10,Stop,Stop,Stop,Stop,12,1,191,190,West
8,6,1,1,1,1,5,6,5,12,5,1,13,12,3,9,-1,11,Stop,Stop,Stop,Stop,13,1,190,189,West
7,6,1,1,1,1,5,6,5,12,5,1,13,12,2,8,-1,12,Stop,Stop,Stop,Stop,14,1,189,188,West
6,6,1,1,1,1,5,6,5,12,5,1,13,12,1,7,-1,13,Stop,Stop,Stop,Stop,15,1,188,387,North
5,6,1,1,1,1,1,1,5,12,5,1,13,12,-1,6,-1,14,Stop,Stop,Stop,Stop,16,1,387,386,North
5,7,1,1,1,1,1,1,5,12,5,1,13,12,-1,5,-1,13,Stop,Stop,Stop,Stop,15,1,386,385,North
5,8,1,1,1,1,1,1,5,12,5,1,13,12,-1,4,-1,12,Stop,Stop,Stop,Stop,14,1,385,384,East
5,9,0,1,1,1,1,1,5,12,5,1,13,12,-1,3,-1,11,Stop,Stop,Stop,Stop,13,1,384,383,North
6,9,1,1,1,1,1,1,5,12,5,1,13,12,-1,4,-1,10,Stop,Stop,Stop,Stop,12,1,383,382,North
6,10,1,1,1,0,1,1,5,12,5,1,13,12,-1,3,-1,9,Stop,Stop,Stop,Stop,13,1,382,381,West
6,11,1,1,1,1,1,1,5,12,5,1,13,12,-1,2,-1,8,Stop,Stop,Stop,Stop,14,1,381,380,North
5,11,1,0,1,1,1,1,5,12,5,1,13,12,-1,1,-1,9,Stop,Stop,Stop,Stop,15,1,380,579,East
5,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,8,Stop,Stop,Stop,Stop,16,1,579,578,East
6,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,7,Stop,Stop,Stop,Stop,15,1,578,577,East
7,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,6,Stop,Stop,Stop,Stop,14,1,577,576,East
8,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,5,Stop,Stop,Stop,Stop,13,1,576,575,East
9,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,4,Stop,Stop,Stop,Stop,12,1,575,574,East
10,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,3,Stop,Stop,Stop,Stop,11,1,574,573,East
11,12,1,1,1,1,1,1,3,1,5,1,13,12,-1,-1,-1,2,Stop,Stop,Stop,Stop,10,1,573,572,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-2,197,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,197,196,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,196,195,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,195,194,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,194,193,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,-1,Stop,Stop,Stop,Stop,12,1,193,192,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,-1,Stop,Stop,Stop,Stop,13,1,192,191,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,-1,Stop,Stop,Stop,Stop,14,1,191,190,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,-1,Stop,Stop,Stop,Stop,15,1,190,389,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,14,-1,Stop,Stop,Stop,Stop,16,1,389,388,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,-1,13,-1,Stop,Stop,Stop,Stop,15,1,388,387,East
6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,12,-1,Stop,Stop,Stop,Stop,14,1,387,386,East
7,11,1,1,1,1,5,6,3,1,13,6,7,1,7,-1,11,-1,Stop,Stop,Stop,Stop,13,1,386,385,South
8,11,1,1,1,1,5,6,3,1,13,6,7,1,8,-1,10,-1,Stop,Stop,Stop,Stop,12,1,385,384,West
8,10,1,1,1,1,5,6,3,1,13,6,7,1,7,-1,9,-1,Stop,Stop,Stop,Stop,11,1,384,383,West
7,10,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,10,-1,Stop,Stop,Stop,Stop,12,1,383,382,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,5,-1,11,-1,Stop,Stop,Stop,Stop,13,1,382,381,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,4,-1,10,-1,Stop,Stop,Stop,Stop,12,1,381,380,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,3,-1,11,-1,Stop,Stop,Stop,Stop,13,1,380,379,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,2,-1,10,-1,Stop,Stop,Stop,Stop,14,1,379,378,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,1,-1,9,-1,Stop,Stop,Stop,Stop,15,1,378,577,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,8,-1,Stop,Stop,Stop,Stop,16,1,577,576,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,7,-1,Stop,Stop,Stop,Stop,15,1,576,575,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,Stop,Stop,14,1,575,574,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,Stop,Stop,13,1,574,573,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,Stop,Stop,12,1,573,572,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,11,1,572,571,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,10,1,571,570,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-2,197,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,197,196,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,196,195,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,195,194,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,194,193,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,-1,Stop,Stop,Stop,Stop,12,1,193,192,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,-1,Stop,Stop,Stop,Stop,13,1,192,191,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,-1,Stop,Stop,Stop,Stop,14,1,191,190,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,-1,Stop,Stop,Stop,Stop,15,1,190,389,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,14,-1,Stop,Stop,Stop,Stop,16,1,389,388,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,-1,13,-1,Stop,Stop,Stop,Stop,15,1,388,387,South
6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,12,-1,Stop,Stop,Stop,Stop,14,1,387,386,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,5,-1,11,-1,Stop,Stop,Stop,Stop,13,1,386,385,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,4,-1,10,-1,Stop,Stop,Stop,Stop,12,1,385,384,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,3,-1,11,-1,Stop,Stop,Stop,Stop,13,1,384,383,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,2,-1,10,-1,Stop,Stop,Stop,Stop,14,1,383,382,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,1,-1,9,-1,Stop,Stop,Stop,Stop,15,1,382,581,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,8,-1,Stop,Stop,Stop,Stop,16,1,581,580,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,7,-1,Stop,Stop,Stop,Stop,15,1,580,579,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,Stop,Stop,14,1,579,578,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,Stop,Stop,13,1,578,577,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,Stop,Stop,12,1,577,576,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,11,1,576,575,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,10,1,575,574,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-2,197,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,197,196,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,196,195,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,195,194,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,194,193,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,-1,Stop,Stop,Stop,Stop,12,1,193,192,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,-1,Stop,Stop,Stop,Stop,13,1,192,191,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,-1,Stop,Stop,Stop,Stop,14,1,191,190,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,-1,Stop,Stop,Stop,Stop,15,1,190,389,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,14,-1,Stop,Stop,Stop,Stop,16,1,389,388,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,-1,13,-1,Stop,Stop,Stop,Stop,15,1,388,387,South
6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,12,-1,Stop,Stop,Stop,Stop,14,1,387,386,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,5,-1,11,-1,Stop,Stop,Stop,Stop,13,1,386,385,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,4,-1,10,-1,Stop,Stop,Stop,Stop,12,1,385,384,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,3,-1,11,-1,Stop,Stop,Stop,Stop,13,1,384,383,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,2,-1,10,-1,Stop,Stop,Stop,Stop,14,1,383,382,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,1,-1,9,-1,Stop,Stop,Stop,Stop,15,1,382,581,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,8,-1,Stop,Stop,Stop,Stop,16,1,581,580,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,7,-1,Stop,Stop,Stop,Stop,15,1,580,579,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,Stop,Stop,14,1,579,578,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,Stop,Stop,13,1,578,577,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,Stop,Stop,12,1,577,576,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,11,1,576,575,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,10,1,575,574,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,West
11,10,1,1,1,1,5,6,5,12,13,6,13,12,10,8,6,4,Stop,Stop,Stop,Stop,8,1,-1,-2,West
10,10,1,1,1,1,5,6,5,12,13,6,13,12,9,7,7,5,Stop,Stop,Stop,Stop,9,1,-2,-3,West
9,10,1,1,1,1,5,6,5,12,13,6,13,12,8,6,8,6,Stop,Stop,Stop,Stop,10,1,-3,-4,West
8,10,1,1,1,1,5,6,5,12,13,6,13,12,7,5,9,7,Stop,Stop,Stop,Stop,11,1,-4,-5,West
7,10,1,1,1,1,5,6,5,12,13,6,13,12,6,4,10,8,Stop,Stop,Stop,Stop,12,1,-5,-6,South
6,10,1,1,1,0,5,6,5,12,13,6,13,12,5,3,11,9,Stop,Stop,Stop,Stop,13,1,-6,-7,West
6,9,1,1,1,1,5,6,5,12,13,6,13,12,4,4,10,10,Stop,Stop,Stop,Stop,12,1,-7,-8,South
5,9,0,1,1,1,5,6,5,12,13,6,13,12,3,3,11,11,Stop,Stop,Stop,Stop,13,1,-8,-9,South
5,8,1,1,1,1,5,6,5,12,13,6,13,12,2,4,10,12,Stop,Stop,Stop,Stop,14,1,-9,-10,South
5,7,1,1,1,1,5,6,5,12,13,6,13,12,1,5,9,13,Stop,Stop,Stop,Stop,15,1,-10,189,North
5,6,1,1,1,1,1,1,5,12,13,6,13,12,-1,6,8,14,Stop,Stop,Stop,Stop,16,1,189,188,North
5,7,1,1,1,1,1,1,5,12,13,6,13,12,-1,5,9,13,Stop,Stop,Stop,Stop,15,1,188,187,North
5,8,1,1,1,1,1,1,5,12,13,6,13,12,-1,4,10,12,Stop,Stop,Stop,Stop,14,1,187,186,East
5,9,0,1,1,1,1,1,5,12,13,6,13,12,-1,3,11,11,Stop,Stop,Stop,Stop,13,1,186,185,East
6,9,1,1,1,1,1,1,5,12,13,6,13,12,-1,4,10,10,Stop,Stop,Stop,Stop,12,1,185,184,East
7,9,1,1,1,1,1,1,5,12,13,6,13,12,-1,5,9,9,Stop,Stop,Stop,Stop,11,1,184,183,North
8,9,1,1,1,1,1,1,5,12,13,6,13,12,-1,6,8,8,Stop,Stop,Stop,Stop,10,1,183,182,West
8,10,1,1,1,1,1,1,5,12,13,6,13,12,-1,5,9,7,Stop,Stop,Stop,Stop,11,1,182,181,West
7,10,1,1,1,1,1,1,5,12,13,6,13,12,-1,4,10,8,Stop,Stop,Stop,Stop,12,1,181,180,North
6,10,1,1,1,0,1,1,5,12,13,6,13,12,-1,3,11,9,Stop,Stop,Stop,Stop,13,1,180,179,West
6,11,1,1,1,1,1,1,5,12,13,6,13,12,-1,2,12,8,Stop,Stop,Stop,Stop,14,1,179,178,North
5,11,1,0,1,1,1,1,5,12,13,6,13,12,-1,1,13,9,Stop,Stop,Stop,Stop,15,1,178,377,East
5,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,14,8,Stop,Stop,Stop,Stop,16,1,377,376,East
6,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,13,7,Stop,Stop,Stop,Stop,15,1,376,375,East
7,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,12,6,Stop,Stop,Stop,Stop,14,1,375,374,East
8,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,11,5,Stop,Stop,Stop,Stop,13,1,374,373,East
9,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,10,4,Stop,Stop,Stop,Stop,12,1,373,372,East
10,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,9,3,Stop,Stop,Stop,Stop,11,1,372,371,East
11,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,8,2,Stop,Stop,Stop,Stop,10,1,371,370,East
12,12,1,1,1,1,1,1,3,1,13,6,13,12,-1,-1,7,1,Stop,Stop,Stop,Stop,9,1,370,569,South
13,12,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,Stop,Stop,8,1,569,568,South
13,11,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,Stop,Stop,7,1,568,567,South
13,10,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,Stop,Stop,6,1,567,566,South
13,9,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,5,1,566,565,South
13,8,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,6,1,565,564,South
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-2,197,South
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,197,196,South
13,11,1,1,1,1,5,6,5,12,13,6,7,1,13,9,5,-1,Stop,Stop,Stop,Stop,7,1,196,195,South
13,10,1,1,1,1,5,6,5,12,13,6,7,1,12,10,4,-1,Stop,Stop,Stop,Stop,6,1,195,194,South
13,9,1,1,1,1,5,6,5,12,13,6,7,1,11,11,3,-1,Stop,Stop,Stop,Stop,5,1,194,193,South
13,8,1,1,1,1,5,6,5,12,13,6,7,1,10,12,2,-1,Stop,Stop,Stop,Stop,6,1,193,192,South
13,7,1,1,1,1,5,6,5,12,13,6,7,1,9,13,1,-1,Stop,Stop,Stop,Stop,7,1,192,391,West
13,6,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,8,1,391,390,West
12,6,1,1,1,1,5,6,5,12,5,1,7,1,7,13,-1,-1,Stop,Stop,Stop,Stop,9,1,390,389,West
11,6,1,1,1,1,5,6,5,12,5,1,7,1,6,12,-1,-1,Stop,Stop,Stop,Stop,10,1,389,388,West
10,6,1,1,1,1,5,6,5,12,5,1,7,1,5,11,-1,-1,Stop,Stop,Stop,Stop,11,1,388,387,West
9,6,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,12,1,387,386,West
8,6,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,13,1,386,385,West
7,6,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,14,1,385,384,West
6,6,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,15,1,384,583,North
5,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,16,1,583,582,North
5,7,1,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,15,1,582,581,North
5,8,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,14,1,581,580,East
5,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,13,1,580,579,North
6,9,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,12,1,579,578,North
6,10,1,1,1,0,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,13,1,578,577,West
6,11,1,1,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,14,1,577,576,North
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-2,197,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,197,196,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,196,195,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,195,194,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,194,193,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,-1,Stop,Stop,Stop,Stop,12,1,193,192,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,-1,Stop,Stop,Stop,Stop,13,1,192,191,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,-1,Stop,Stop,Stop,Stop,14,1,191,190,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,-1,Stop,Stop,Stop,Stop,15,1,190,389,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,14,-1,Stop,Stop,Stop,Stop,16,1,389,388,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,-1,13,-1,Stop,Stop,Stop,Stop,15,1,388,387,East
6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,12,-1,Stop,Stop,Stop,Stop,14,1,387,386,South
7,11,1,1,1,1,5,6,3,1,13,6,7,1,7,-1,11,-1,Stop,Stop,Stop,Stop,13,1,386,385,West
7,10,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,10,-1,Stop,Stop,Stop,Stop,12,1,385,384,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,5,-1,11,-1,Stop,Stop,Stop,Stop,13,1,384,383,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,4,-1,10,-1,Stop,Stop,Stop,Stop,12,1,383,382,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,3,-1,11,-1,Stop,Stop,Stop,Stop,13,1,382,381,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,2,-1,10,-1,Stop,Stop,Stop,Stop,14,1,381,380,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,1,-1,9,-1,Stop,Stop,Stop,Stop,15,1,380,579,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,8,-1,Stop,Stop,Stop,Stop,16,1,579,578,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,7,-1,Stop,Stop,Stop,Stop,15,1,578,577,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,Stop,Stop,14,1,577,576,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,Stop,Stop,13,1,576,575,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,Stop,Stop,12,1,575,574,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,11,1,574,573,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,10,1,573,572,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-2,197,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,197,196,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,196,195,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,195,194,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,194,193,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,-1,Stop,Stop,Stop,Stop,12,1,193,192,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,-1,Stop,Stop,Stop,Stop,13,1,192,191,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,-1,Stop,Stop,Stop,Stop,14,1,191,190,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,-1,Stop,Stop,Stop,Stop,15,1,190,389,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,14,-1,Stop,Stop,Stop,Stop,16,1,389,388,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,-1,13,-1,Stop,Stop,Stop,Stop,15,1,388,387,South
6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,-1,12,-1,Stop,Stop,Stop,Stop,14,1,387,386,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,5,-1,11,-1,Stop,Stop,Stop,Stop,13,1,386,385,West
